submitted_name	matched_name	label
Philantomba_walteri	Philantomba walteri	Philantomba_walteri
Philantomba_maxwellii	Philantomba maxwellii	Philantomba_maxwellii
Cephalophus_zebra	Cephalophus zebra	Cephalophus_zebra
Sylvicapra_grimmia	Sylvicapra grimmia	Sylvicapra_grimmia
Cephalophus_jentinki	Cephalophus jentinki	Cephalophus_jentinki
Cephalophus_spadix	Cephalophus spadix	Cephalophus_spadix
Cephalophus_silvicultor	Cephalophus silvicultor	Cephalophus_silvicultor
Cephalophus_dorsalis	Cephalophus dorsalis	Cephalophus_dorsalis
Cephalophus_leucogaster	Cephalophus leucogaster	Cephalophus_leucogaster
Cephalophus_rufilatus	Cephalophus rufilatus	Cephalophus_rufilatus
Cephalophus_nigrifrons	Cephalophus nigrifrons	Cephalophus_nigrifrons
Cephalophus_natalensis	Cephalophus natalensis	Cephalophus_natalensis
Cephalophus_harveyi	Cephalophus harveyi	Cephalophus_harveyi
Cephalophus_niger	Cephalophus niger	Cephalophus_niger
Cephalophus_weynsi	Cephalophus weynsi	Cephalophus_weynsi
Cephalophus_callipygus	Cephalophus callipygus	Cephalophus_callipygus
Cephalophus_ogilbyi	Cephalophus ogilbyi	Cephalophus_ogilbyi
Cephalophus_adersi	Cephalophus adersi	Cephalophus_adersi
Ourebia_ourebi	Ourebia ourebi	Ourebia_ourebi
Procapra_picticaudata	Procapra picticaudata	Procapra_picticaudata
Procapra_gutturosa	Procapra gutturosa	Procapra_gutturosa
Procapra_przewalskii	Procapra przewalskii	Procapra_przewalskii
Dorcatragus_megalotis	Dorcatragus megalotis	Dorcatragus_megalotis
Madoqua_kirkii	Madoqua kirkii	Madoqua_kirkii
Madoqua_guentheri	Madoqua guentheri	Madoqua_guentheri
Madoqua_saltiana	Madoqua saltiana	Madoqua_saltiana
Raphicerus_melanotis	Raphicerus melanotis	Raphicerus_melanotis
Raphicerus_sharpei	Raphicerus sharpei	Raphicerus_sharpei
Raphicerus_campestris	Raphicerus campestris	Raphicerus_campestris
Saiga_tatarica	Saiga tatarica	Saiga_tatarica
Antidorcas_marsupialis	Antidorcas marsupialis	Antidorcas_marsupialis
Litocranius_walleri	Litocranius walleri	Litocranius_walleri
Nanger_granti	Nanger granti	Nanger_granti
Nanger_dama	Nanger dama	Nanger_dama
Nanger_soemmerringii	Nanger soemmerringii	Nanger_soemmerringii
Eudorcas_rufifrons	Eudorcas rufifrons	Eudorcas_rufifrons
Eudorcas_thomsonii	Eudorcas thomsonii	Eudorcas_thomsonii
Gazella_subgutturosa	Gazella subgutturosa	Gazella_subgutturosa
Gazella_bennettii	Gazella bennettii	Gazella_bennettii
Gazella_leptoceros	Gazella leptoceros	Gazella_leptoceros
Gazella_cuvieri	Gazella cuvieri	Gazella_cuvieri
Gazella_spekei	Gazella spekei	Gazella_spekei
Gazella_gazella	Gazella gazella	Gazella_gazella
Gazella_arabica	Gazella arabica	Gazella_arabica
Gazella_dorcas	Gazella dorcas	Gazella_dorcas
Gazella_saudiya	Gazella saudiya	Gazella_saudiya
Antilope_cervicapra	Antilope cervicapra	Antilope_cervicapra
Redunca_redunca	Redunca redunca	Redunca_redunca
Redunca_arundinum	Redunca arundinum	Redunca_arundinum
Redunca_fulvorufula	Redunca fulvorufula	Redunca_fulvorufula
Kobus_ellipsiprymnus	Kobus ellipsiprymnus	Kobus_ellipsiprymnus
Kobus_kob	Kobus kob	Kobus_kob
Kobus_vardonii	Kobus vardonii	Kobus_vardonii
Kobus_leche	Kobus leche	Kobus_leche
Kobus_megaceros	Kobus megaceros	Kobus_megaceros
Pelea_capreolus	Pelea capreolus	Pelea_capreolus
Aepyceros_melampus	Aepyceros melampus	Aepyceros_melampus
Neotragus_batesi	Neotragus batesi	Neotragus_batesi
Nesotragus_moschatus	Nesotragus moschatus	Nesotragus_moschatus
Moschus_chrysogaster	Moschus chrysogaster	Moschus_chrysogaster
Moschus_berezovskii	Moschus berezovskii	Moschus_berezovskii
Moschus_anhuiensis	Moschus anhuiensis	Moschus_anhuiensis
Moschus_fuscus	Moschus fuscus	Moschus_fuscus
Moschus_leucogaster	Moschus leucogaster	Moschus_leucogaster
Moschus_moschiferus	Moschus moschiferus	Moschus_moschiferus
Giraffa_camelopardalis	Giraffa camelopardalis	Giraffa_camelopardalis
Okapia_johnstoni	Okapia johnstoni	Okapia_johnstoni
Antilocapra_americana	Antilocapra americana	Antilocapra_americana
Babyrousa_babyrussa	Babyrousa babyrussa	Babyrousa_babyrussa
Babyrousa_celebensis	Babyrousa celebensis	Babyrousa_celebensis
Phacochoerus_aethiopicus	Phacochoerus aethiopicus	Phacochoerus_aethiopicus
Hylochoerus_meinertzhageni	Hylochoerus meinertzhageni	Hylochoerus_meinertzhageni
Phacochoerus_africanus	Phacochoerus africanus	Phacochoerus_africanus
Sus_celebensis	Sus celebensis	Sus_celebensis
Sus_scrofa	Sus scrofa	Sus_scrofa
Sus_cebifrons	Sus cebifrons	Sus_cebifrons
Sus_philippensis	Sus philippensis	Sus_philippensis
Sus_barbatus	Sus barbatus	Sus_barbatus
Sus_verrucosus	Sus verrucosus	Sus_verrucosus
Potamochoerus_porcus	Potamochoerus porcus	Potamochoerus_porcus
Potamochoerus_larvatus	Potamochoerus larvatus	Potamochoerus_larvatus
Catagonus_wagneri	Catagonus wagneri	Catagonus_wagneri
Tayassu_pecari	Tayassu pecari	Tayassu_pecari
Pecari_tajacu	Pecari tajacu	Pecari_tajacu
Nandinia_binotata	Nandinia binotata	Nandinia_binotata
Prionodon_pardicolor	Prionodon pardicolor	Prionodon_pardicolor
Prionodon_linsang	Prionodon linsang	Prionodon_linsang
Panthera_tigris	Panthera tigris	Panthera_tigris
Panthera_onca	Panthera onca	Panthera_onca
Panthera_uncia	Panthera uncia	Panthera_uncia
Panthera_pardus	Panthera pardus	Panthera_pardus
Panthera_leo	Panthera leo	Panthera_leo
Neofelis_diardi	Neofelis diardi	Neofelis_diardi
Neofelis_nebulosa	Neofelis nebulosa	Neofelis_nebulosa
Prionailurus_planiceps	Prionailurus planiceps	Prionailurus_planiceps
Prionailurus_viverrinus	Prionailurus viverrinus	Prionailurus_viverrinus
Prionailurus_bengalensis	Prionailurus bengalensis	Prionailurus_bengalensis
Leopardus_colocolo	Leopardus colocolo	Leopardus_colocolo
Leopardus_tigrinus	Leopardus tigrinus	Leopardus_tigrinus
Leopardus_guigna	Leopardus guigna	Leopardus_guigna
Leopardus_wiedii	Leopardus wiedii	Leopardus_wiedii
Leopardus_pardalis	Leopardus pardalis	Leopardus_pardalis
Leopardus_jacobita	Leopardus jacobita	Leopardus_jacobita
Otocolobus_manul	Otocolobus manul	Otocolobus_manul
Felis_nigripes	Felis nigripes	Felis_nigripes
Felis_chaus	Felis chaus	Felis_chaus
Felis_margarita	Felis margarita	Felis_margarita
Felis_silvestris	Felis silvestris	Felis_silvestris
Felis_catus	Felis catus	Felis_catus
Lynx_rufus	Lynx rufus	Lynx_rufus
Lynx_lynx	Lynx lynx	Lynx_lynx
Lynx_pardinus	Lynx pardinus	Lynx_pardinus
Lynx_canadensis	Lynx canadensis	Lynx_canadensis
Acinonyx_jubatus	Acinonyx jubatus	Acinonyx_jubatus
Puma_concolor	Puma concolor	Puma_concolor
Miracinonyx_trumani	Miracinonyx trumani	Miracinonyx_trumani
Herpailurus_yagouaroundi	Herpailurus yagouaroundi	Herpailurus_yagouaroundi
Pardofelis_marmorata	Pardofelis marmorata	Pardofelis_marmorata
Catopuma_badia	Catopuma badia	Catopuma_badia
Catopuma_temminckii	Catopuma temminckii	Catopuma_temminckii
Leptailurus_serval	Leptailurus serval	Leptailurus_serval
Caracal_aurata	Caracal aurata	Caracal_aurata
Caracal_caracal	Caracal caracal	Caracal_caracal
Genetta_cristata	Genetta cristata	Genetta_cristata
Genetta_servalina	Genetta servalina	Genetta_servalina
Genetta_piscivora	Genetta piscivora	Genetta_piscivora
Genetta_genetta	Genetta genetta	Genetta_genetta
Genetta_maculata	Genetta maculata	Genetta_maculata
Genetta_pardina	Genetta pardina	Genetta_pardina
Genetta_poensis	Genetta poensis	Genetta_poensis
Genetta_bourloni	Genetta bourloni	Genetta_bourloni
Genetta_angolensis	Genetta angolensis	Genetta_angolensis
Genetta_tigrina	Genetta tigrina	Genetta_tigrina
Genetta_victoriae	Genetta victoriae	Genetta_victoriae
Poiana_richardsonii	Poiana richardsonii	Poiana_richardsonii
Genetta_thierryi	Genetta thierryi	Genetta_thierryi
Genetta_johnstoni	Genetta johnstoni	Genetta_johnstoni
Viverra_tangalunga	Viverra tangalunga	Viverra_tangalunga
Viverra_megaspila	Viverra megaspila	Viverra_megaspila
Viverra_zibetha	Viverra zibetha	Viverra_zibetha
Civettictis_civetta	Civettictis civetta	Civettictis_civetta
Viverricula_indica	Viverricula indica	Viverricula_indica
Macrogalidia_musschenbroekii	Macrogalidia musschenbroekii	Macrogalidia_musschenbroekii
Chrotogale_owstoni	Chrotogale owstoni	Chrotogale_owstoni
Diplogale_hosei	Diplogale hosei	Diplogale_hosei
Hemigalus_derbyanus	Hemigalus derbyanus	Hemigalus_derbyanus
Cynogale_bennettii	Cynogale bennettii	Cynogale_bennettii
Arctictis_binturong	Arctictis binturong	Arctictis_binturong
Paguma_larvata	Paguma larvata	Paguma_larvata
Paradoxurus_hermaphroditus	Paradoxurus hermaphroditus	Paradoxurus_hermaphroditus
Paradoxurus_zeylonensis	Paradoxurus zeylonensis	Paradoxurus_zeylonensis
Paradoxurus_jerdoni	Paradoxurus jerdoni	Paradoxurus_jerdoni
Arctogalidia_trivirgata	Arctogalidia trivirgata	Arctogalidia_trivirgata
Hyaena_brunnea	Hyaena brunnea	Hyaena_brunnea
Hyaena_hyaena	Hyaena hyaena	Hyaena_hyaena
Crocuta_crocuta	Crocuta crocuta	Crocuta_crocuta
Proteles_cristata	Proteles cristata	Proteles_cristata
Eupleres_goudotii	Eupleres goudotii	Eupleres_goudotii
Fossa_fossana	Fossa fossana	Fossa_fossana
Galidia_elegans	Galidia elegans	Galidia_elegans
Galidictis_fasciata	Galidictis fasciata	Galidictis_fasciata
Mungotictis_decemlineata	Mungotictis decemlineata	Mungotictis_decemlineata
Salanoia_durrelli	Salanoia durrelli	Salanoia_durrelli
Salanoia_concolor	Salanoia concolor	Salanoia_concolor
Cryptoprocta_ferox	Cryptoprocta ferox	Cryptoprocta_ferox
Herpestes_ichneumon	Herpestes ichneumon	Herpestes_ichneumon
Herpestes_sanguineus	Herpestes sanguineus	Herpestes_sanguineus
Herpestes_flavescens	Herpestes flavescens	Herpestes_flavescens
Herpestes_pulverulentus	Herpestes pulverulentus	Herpestes_pulverulentus
Ichneumia_albicauda	Ichneumia albicauda	Ichneumia_albicauda
Rhynchogale_melleri	Rhynchogale melleri	Rhynchogale_melleri
Paracynictis_selousi	Paracynictis selousi	Paracynictis_selousi
Cynictis_penicillata	Cynictis penicillata	Cynictis_penicillata
Bdeogale_crassicauda	Bdeogale crassicauda	Bdeogale_crassicauda
Bdeogale_nigripes	Bdeogale nigripes	Bdeogale_nigripes
Herpestes_semitorquatus	Herpestes semitorquatus	Herpestes_semitorquatus
Herpestes_urva	Herpestes urva	Herpestes_urva
Herpestes_brachyurus	Herpestes brachyurus	Herpestes_brachyurus
Herpestes_vitticollis	Herpestes vitticollis	Herpestes_vitticollis
Herpestes_fuscus	Herpestes fuscus	Herpestes_fuscus
Herpestes_javanicus	Herpestes javanicus	Herpestes_javanicus
Herpestes_edwardsii	Herpestes edwardsii	Herpestes_edwardsii
Atilax_paludinosus	Atilax paludinosus	Atilax_paludinosus
Herpestes_naso	Herpestes naso	Herpestes_naso
Helogale_hirtula	Helogale hirtula	Helogale_hirtula
Helogale_parvula	Helogale parvula	Helogale_parvula
Crossarchus_obscurus	Crossarchus obscurus	Crossarchus_obscurus
Crossarchus_platycephalus	Crossarchus platycephalus	Crossarchus_platycephalus
Crossarchus_alexandri	Crossarchus alexandri	Crossarchus_alexandri
Crossarchus_ansorgei	Crossarchus ansorgei	Crossarchus_ansorgei
Mungos_mungo	Mungos mungo	Mungos_mungo
Liberiictis_kuhni	Liberiictis kuhni	Liberiictis_kuhni
Suricata_suricatta	Suricata suricatta	Suricata_suricatta
Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Ailuropoda_melanoleuca
Ursus_arctos	Ursus arctos	Ursus_arctos
Ursus_maritimus	Ursus maritimus	Ursus_maritimus
Ursus_deningeri	Ursus deningeri	Ursus_deningeri
Ursus_spelaeus	Ursus spelaeus	Ursus_spelaeus
Melursus_ursinus	Melursus ursinus	Melursus_ursinus
Helarctos_malayanus	Helarctos malayanus	Helarctos_malayanus
Ursus_americanus	Ursus americanus	Ursus_americanus
Ursus_thibetanus	Ursus thibetanus	Ursus_thibetanus
Tremarctos_ornatus	Tremarctos ornatus	Tremarctos_ornatus
Arctodus_simus	Arctodus simus	Arctodus_simus
Callorhinus_ursinus	Callorhinus ursinus	Callorhinus_ursinus
Eumetopias_jubatus	Eumetopias jubatus	Eumetopias_jubatus
Zalophus_californianus	Zalophus californianus	Zalophus_californianus
Zalophus_wollebaeki	Zalophus wollebaeki	Zalophus_wollebaeki
Arctocephalus_pusillus	Arctocephalus pusillus	Arctocephalus_pusillus
Phocarctos_hookeri	Phocarctos hookeri	Phocarctos_hookeri
Neophoca_cinerea	Neophoca cinerea	Neophoca_cinerea
Otaria_bryonia	Otaria byronia	Otaria_byronia
Arctocephalus_forsteri	Arctocephalus forsteri	Arctocephalus_forsteri
Arctocephalus_australis	Arctocephalus australis	Arctocephalus_australis
Arctocephalus_galapagoensis	Arctocephalus galapagoensis	Arctocephalus_galapagoensis
Arctocephalus_gazella	Arctocephalus gazella	Arctocephalus_gazella
Arctocephalus_tropicalis	Arctocephalus tropicalis	Arctocephalus_tropicalis
Arctocephalus_philippii	Arctocephalus philippii	Arctocephalus_philippii
Arctocephalus_townsendi	Arctocephalus townsendi	Arctocephalus_townsendi
Odobenus_rosmarus	Odobenus rosmarus	Odobenus_rosmarus
Erignathus_barbatus	Erignathus barbatus	Erignathus_barbatus
Cystophora_cristata	Cystophora cristata	Cystophora_cristata
Phoca_largha	Phoca largha	Phoca_largha
Phoca_vitulina	Phoca vitulina	Phoca_vitulina
Halichoerus_grypus	Halichoerus grypus	Halichoerus_grypus
Pusa_caspica	Pusa caspica	Pusa_caspica
Pusa_sibirica	Pusa sibirica	Pusa_sibirica
Pusa_hispida	Pusa hispida	Pusa_hispida
Histriophoca_fasciata	Histriophoca fasciata	Histriophoca_fasciata
Pagophilus_groenlandicus	Pagophilus groenlandicus	Pagophilus_groenlandicus
Mirounga_leonina	Mirounga leonina	Mirounga_leonina
Mirounga_angustirostris	Mirounga angustirostris	Mirounga_angustirostris
Hydrurga_leptonyx	Hydrurga leptonyx	Hydrurga_leptonyx
Ommatophoca_rossii	Ommatophoca rossii	Ommatophoca_rossii
Leptonychotes_weddellii	Leptonychotes weddellii	Leptonychotes_weddellii
Lobodon_carcinophaga	Lobodon carcinophaga	Lobodon_carcinophaga
Monachus_monachus	Monachus monachus	Monachus_monachus
Neomonachus_schauinslandi	Neomonachus schauinslandi	Neomonachus_schauinslandi
Neomonachus_tropicalis	Neomonachus tropicalis	Neomonachus_tropicalis
Conepatus_semistriatus	Conepatus semistriatus	Conepatus_semistriatus
Conepatus_chinga	Conepatus chinga	Conepatus_chinga
Conepatus_leuconotus	Conepatus leuconotus	Conepatus_leuconotus
Mephitis_macroura	Mephitis macroura	Mephitis_macroura
Mephitis_mephitis	Mephitis mephitis	Mephitis_mephitis
Spilogale_putorius	Spilogale putorius	Spilogale_putorius
Spilogale_gracilis	Spilogale gracilis	Spilogale_gracilis
Mydaus_javanensis	Mydaus javanensis	Mydaus_javanensis
Mydaus_marchei	Mydaus marchei	Mydaus_marchei
Taxidea_taxus	Taxidea taxus	Taxidea_taxus
Arctonyx_collaris	Arctonyx collaris	Arctonyx_collaris
Meles_anakuma	Meles anakuma	Meles_anakuma
Meles_leucurus	Meles leucurus	Meles_leucurus
Meles_meles	Meles meles	Meles_meles
Eira_barbara	Eira barbara	Eira_barbara
Martes_pennanti	Martes pennanti	Martes_pennanti
Martes_flavigula	Martes flavigula	Martes_flavigula
Martes_foina	Martes foina	Martes_foina
Martes_americana	Martes americana	Martes_americana
Martes_melampus	Martes melampus	Martes_melampus
Martes_martes	Martes martes	Martes_martes
Martes_zibellina	Martes zibellina	Martes_zibellina
Gulo_gulo	Gulo gulo	Gulo_gulo
Melogale_cucphuongensis	Melogale cucphuongensis	Melogale_cucphuongensis
Melogale_personata	Melogale personata	Melogale_personata
Melogale_moschata	Melogale moschata	Melogale_moschata
Lontra_canadensis	Lontra canadensis	Lontra_canadensis
Lontra_longicaudis	Lontra longicaudis	Lontra_longicaudis
Lontra_felina	Lontra felina	Lontra_felina
Lontra_provocax	Lontra provocax	Lontra_provocax
Enhydra_lutris	Enhydra lutris	Enhydra_lutris
Lutra_lutra	Lutra lutra	Lutra_lutra
Lutra_sumatrana	Lutra sumatrana	Lutra_sumatrana
Lutrogale_perspicillata	Lutrogale perspicillata	Lutrogale_perspicillata
Aonyx_cinerea	Aonyx cinerea	Aonyx_cinerea
Aonyx_capensis	Aonyx capensis	Aonyx_capensis
Lutra_maculicollis	Lutra maculicollis	Lutra_maculicollis
Pteronura_brasiliensis	Pteronura brasiliensis	Pteronura_brasiliensis
Ictonyx_libyca	Ictonyx libyca	Ictonyx_libyca
Ictonyx_striatus	Ictonyx striatus	Ictonyx_striatus
Poecilogale_albinucha	Poecilogale albinucha	Poecilogale_albinucha
Vormela_peregusna	Vormela peregusna	Vormela_peregusna
Galictis_vittata	Galictis vittata	Galictis_vittata
Lyncodon_patagonicus	Lyncodon patagonicus	Lyncodon_patagonicus
Galictis_cuja	Galictis cuja	Galictis_cuja
Mustela_nudipes	Mustela nudipes	Mustela_nudipes
Mustela_strigidorsa	Mustela strigidorsa	Mustela_strigidorsa
Mustela_kathiah	Mustela kathiah	Mustela_kathiah
Mustela_erminea	Mustela erminea	Mustela_erminea
Mustela_itatsi	Mustela itatsi	Mustela_itatsi
Mustela_sibirica	Mustela sibirica	Mustela_sibirica
Mustela_lutreola	Mustela lutreola	Mustela_lutreola
Mustela_nigripes	Mustela nigripes	Mustela_nigripes
Mustela_putorius	Mustela putorius	Mustela_putorius
Mustela_eversmanii	Mustela eversmanii	Mustela_eversmanii
Mustela_nivalis	Mustela nivalis	Mustela_nivalis
Mustela_altaica	Mustela altaica	Mustela_altaica
Mustela_frenata	Mustela frenata	Mustela_frenata
Mustela_africana	Mustela africana	Mustela_africana
Mustela_felipei	Mustela felipei	Mustela_felipei
Neovison_vison	Neovison vison	Neovison_vison
Mellivora_capensis	Mellivora capensis	Mellivora_capensis
Potos_flavus	Potos flavus	Potos_flavus
Procyon_cancrivorus	Procyon cancrivorus	Procyon_cancrivorus
Procyon_lotor	Procyon lotor	Procyon_lotor
Bassariscus_astutus	Bassariscus astutus	Bassariscus_astutus
Bassariscus_sumichrasti	Bassariscus sumichrasti	Bassariscus_sumichrasti
Nasua_nasua	Nasua nasua	Nasua_nasua
Nasuella_olivacea	Nasuella olivacea	Nasuella_olivacea
Nasuella_meridensis	Nasuella meridensis	Nasuella_meridensis
Nasua_narica	Nasua narica	Nasua_narica
Bassaricyon_neblina	Bassaricyon neblina	Bassaricyon_neblina
Bassaricyon_gabbii	Bassaricyon gabbii	Bassaricyon_gabbii
Bassaricyon_medius	Bassaricyon medius	Bassaricyon_medius
Bassaricyon_alleni	Bassaricyon alleni	Bassaricyon_alleni
Ailurus_fulgens	Ailurus fulgens	Ailurus_fulgens
Otocyon_megalotis	Otocyon megalotis	Otocyon_megalotis
Nyctereutes_procyonoides	Nyctereutes procyonoides	Nyctereutes_procyonoides
Pseudalopex_gymnocercus	Pseudalopex gymnocercus	Pseudalopex_gymnocercus
Pseudalopex_culpaeus	Pseudalopex culpaeus	Pseudalopex_culpaeus
Pseudalopex_griseus	Pseudalopex griseus	Pseudalopex_griseus
Pseudalopex_vetulus	Pseudalopex vetulus	Pseudalopex_vetulus
Pseudalopex_fulvipes	Pseudalopex Burmeister	Pseudalopex_Burmeister
Atelocynus_microtis	Atelocynus microtis	Atelocynus_microtis
Speothos_venaticus	Speothos venaticus	Speothos_venaticus
Cerdocyon_thous	Cerdocyon thous	Cerdocyon_thous
Pseudalopex_sechurae	Pseudalopex sechurae	Pseudalopex_sechurae
Canis_adustus	Canis adustus	Canis_adustus
Cuon_alpinus	Cuon alpinus	Cuon_alpinus
Canis_rufus	Canis rufus	Canis_rufus
Canis_latrans	Canis latrans	Canis_latrans
Canis_aureus	Canis aureus	Canis_aureus
Canis_anthus	Canis anthus	Canis_anthus
Canis_lupus	Canis lupus	Canis_lupus
Canis_simensis	Canis simensis	Canis_simensis
Canis_mesomelas	Canis mesomelas	Canis_mesomelas
Chrysocyon_brachyurus	Chrysocyon brachyurus	Chrysocyon_brachyurus
Dusicyon_australis	Dusicyon australis	Dusicyon_australis
Lycaon_pictus	Lycaon pictus	Lycaon_pictus
Vulpes_macrotis	Vulpes macrotis	Vulpes_macrotis
Urocyon_cinereoargenteus	Urocyon cinereoargenteus	Urocyon_cinereoargenteus
Urocyon_littoralis	Urocyon littoralis	Urocyon_littoralis
Vulpes_velox	Vulpes velox	Vulpes_velox
Vulpes_lagopus	Vulpes lagopus	Vulpes_lagopus
Vulpes_zerda	Vulpes zerda	Vulpes_zerda
Vulpes_cana	Vulpes cana	Vulpes_cana
Vulpes_chama	Vulpes chama	Vulpes_chama
Vulpes_corsac	Vulpes corsac	Vulpes_corsac
Vulpes_ferrilata	Vulpes ferrilata	Vulpes_ferrilata
Vulpes_rueppellii	Vulpes rueppellii	Vulpes_rueppellii
Vulpes_vulpes	Vulpes vulpes	Vulpes_vulpes
Vulpes_pallida	Vulpes pallida	Vulpes_pallida
Manis_javanica	Manis javanica	Manis_javanica
Manis_pentadactyla	Manis pentadactyla	Manis_pentadactyla
Smutsia_temminckii	Smutsia temminckii	Smutsia_temminckii
Smutsia_gigantea	Smutsia gigantea	Smutsia_gigantea
Phataginus_tricuspis	Phataginus tricuspis	Phataginus_tricuspis
Phataginus_tetradactyla	Phataginus tetradactyla	Phataginus_tetradactyla
Tapirus_indicus	Tapirus indicus	Tapirus_indicus
Tapirus_bairdii	Tapirus bairdii	Tapirus_bairdii
Tapirus_kabomani	Tapirus kabomani	Tapirus_kabomani
Tapirus_pinchaque	Tapirus pinchaque	Tapirus_pinchaque
Tapirus_terrestris	Tapirus terrestris	Tapirus_terrestris
Ceratotherium_simum	Ceratotherium simum	Ceratotherium_simum
Diceros_bicornis	Diceros bicornis	Diceros_bicornis
Dicerorhinus_sumatrensis	Dicerorhinus sumatrensis	Dicerorhinus_sumatrensis
Coelodonta_antiquitatis	Coelodonta antiquitatis	Coelodonta_antiquitatis
Rhinoceros_unicornis	Rhinoceros unicornis	Rhinoceros_unicornis
Rhinoceros_sondaicus	Rhinoceros sondaicus	Rhinoceros_sondaicus
Hippidion_principale	Hippidion principale	Hippidion_principale
Hippidion_saldiasi	Hippidion saldiasi	Hippidion_saldiasi
Equus_zebra	Equus zebra	Equus_zebra
Equus_grevyi	Equus grevyi	Equus_grevyi
Equus_quagga	Equus quagga	Equus_quagga
Equus_ovodovi	Equus ovodovi	Equus_ovodovi
Equus_hemionus	Equus hemionus	Equus_hemionus
Equus_kiang	Equus kiang	Equus_kiang
Equus_africanus	Equus africanus	Equus_africanus
Equus_ferus	Equus ferus	Equus_ferus
Equus_caballus	Equus caballus	Equus_caballus
Solenodon_paradoxus	Solenodon paradoxus	Solenodon_paradoxus
Myosorex_jejei	Myosorex jejei	Myosorex_jejei
Myosorex_kihaulei	Myosorex kihaulei	Myosorex_kihaulei
Myosorex_geata	Myosorex geata	Myosorex_geata
Myosorex_sclateri	Myosorex sclateri	Myosorex_sclateri
Myosorex_varius	Myosorex varius	Myosorex_varius
Myosorex_cafer	Myosorex cafer	Myosorex_cafer
Myosorex_babaulti	Myosorex babaulti	Myosorex_babaulti
Myosorex_zinki	Myosorex zinki	Myosorex_zinki
Congosorex_phillipsorum	Congosorex phillipsorum	Congosorex_phillipsorum
Solisorex_pearsoni	Solisorex pearsoni	Solisorex_pearsoni
Sylvisorex_johnstoni	Sylvisorex johnstoni	Sylvisorex_johnstoni
Sylvisorex_lunaris	Sylvisorex lunaris	Sylvisorex_lunaris
Sylvisorex_granti	Sylvisorex granti	Sylvisorex_granti
Sylvisorex_vulcanorum	Sylvisorex vulcanorum	Sylvisorex_vulcanorum
Suncus_varilla	Suncus varilla	Suncus_varilla
Suncus_infinitesimus	Suncus infinitesimus	Suncus_infinitesimus
Suncus_hututsi	Suncus hututsi	Suncus_hututsi
Suncus_remyi	Suncus remyi	Suncus_remyi
Ruwenzorisorex_suncoides	Ruwenzorisorex suncoides	Ruwenzorisorex_suncoides
Suncus_megalura	Suncus megalura	Suncus_megalura
Sylvisorex_konganensis	Sylvisorex konganensis	Sylvisorex_konganensis
Sylvisorex_ollula	Sylvisorex ollula	Sylvisorex_ollula
Scutisorex_thori	Scutisorex thori	Scutisorex_thori
Scutisorex_somereni	Scutisorex somereni	Scutisorex_somereni
Feroculus_feroculus	Feroculus feroculus	Feroculus_feroculus
Suncus_malayanus	Suncus malayanus	Suncus_malayanus
Suncus_fellowesgordoni	Suncus fellowesgordoni	Suncus_fellowesgordoni
Suncus_etruscus	Suncus etruscus	Suncus_etruscus
Suncus_madagascariensis	Suncus madagascariensis	Suncus_madagascariensis
Suncus_dayi	Suncus dayi	Suncus_dayi
Suncus_murinus	Suncus murinus	Suncus_murinus
Suncus_montanus	Suncus montanus	Suncus_montanus
Suncus_stoliczkanus	Suncus stoliczkanus	Suncus_stoliczkanus
Crocidura_fuscomurina	Crocidura fuscomurina	Crocidura_fuscomurina
Crocidura_lusitania	Crocidura lusitania	Crocidura_lusitania
Crocidura_cinderella	Crocidura cinderella	Crocidura_cinderella
Crocidura_crossei	Crocidura crossei	Crocidura_crossei
Crocidura_jouvenetae	Crocidura jouvenetae	Crocidura_jouvenetae
Crocidura_buettikoferi	Crocidura buettikoferi	Crocidura_buettikoferi
Crocidura_poensis	Crocidura poensis	Crocidura_poensis
Crocidura_batesi	Crocidura batesi	Crocidura_batesi
Crocidura_theresae	Crocidura theresae	Crocidura_theresae
Crocidura_grandiceps	Crocidura grandiceps	Crocidura_grandiceps
Crocidura_wimmeri	Crocidura wimmeri	Crocidura_wimmeri
Crocidura_hildegardeae	Crocidura hildegardeae	Crocidura_hildegardeae
Crocidura_telfordi	Crocidura telfordi	Crocidura_telfordi
Crocidura_attila	Crocidura attila	Crocidura_attila
Crocidura_dolichura	Crocidura dolichura	Crocidura_dolichura
Crocidura_silacea	Crocidura silacea	Crocidura_silacea
Crocidura_mariquensis	Crocidura mariquensis	Crocidura_mariquensis
Crocidura_ludia	Crocidura ludia	Crocidura_ludia
Crocidura_maurisca	Crocidura maurisca	Crocidura_maurisca
Crocidura_littoralis	Crocidura littoralis	Crocidura_littoralis
Crocidura_stenocephala	Crocidura stenocephala	Crocidura_stenocephala
Crocidura_voi	Crocidura voi	Crocidura_voi
Crocidura_cyanea	Crocidura cyanea	Crocidura_cyanea
Crocidura_latona	Crocidura latona	Crocidura_latona
Crocidura_caliginea	Crocidura caliginea	Crocidura_caliginea
Crocidura_roosevelti	Crocidura roosevelti	Crocidura_roosevelti
Paracrocidura_schoutedeni	Paracrocidura schoutedeni	Paracrocidura_schoutedeni
Paracrocidura_maxima	Paracrocidura maxima	Paracrocidura_maxima
Crocidura_douceti	Crocidura douceti	Crocidura_douceti
Crocidura_muricauda	Crocidura muricauda	Crocidura_muricauda
Crocidura_nimbasilvanus	Crocidura nimbasilvanus	Crocidura_nimbasilvanus
