submitted_name	matched_name	label
Macruromys_major	Macruromys major	Macruromys_major
Anisomys_imitator	Anisomys imitator	Anisomys_imitator
Mammelomys_lanosus	Mammelomys lanosus	Mammelomys_lanosus
Mallomys_rothschildi	Mallomys rothschildi	Mallomys_rothschildi
Abeomelomys_sevia	Abeomelomys sevia	Abeomelomys_sevia
Leporillus_conditor	Leporillus conditor	Leporillus_conditor
Conilurus_penicillatus	Conilurus penicillatus	Conilurus_penicillatus
Mesembriomys_gouldii	Mesembriomys gouldii	Mesembriomys_gouldii
Uromys_caudimaculatus	Uromys caudimaculatus	Uromys_caudimaculatus
Melomys_burtoni	Melomys burtoni	Melomys_burtoni
Melomys_leucogaster	Melomys leucogaster	Melomys_leucogaster
Melomys_rufescens	Melomys rufescens	Melomys_rufescens
Solomys_salebrosus	Solomys salebrosus	Solomys_salebrosus
Melomys_cervinipes	Melomys cervinipes	Melomys_cervinipes
Melomys_rubicola	Melomys rubicola	Melomys_rubicola
Melomys_capensis	Melomys capensis	Melomys_capensis
Paramelomys_levipes	Paramelomys levipes	Paramelomys_levipes
Leggadina_lakedownensis	Leggadina lakedownensis	Leggadina_lakedownensis
Leggadina_forresti	Leggadina forresti	Leggadina_forresti
Zyzomys_argurus	Zyzomys argurus	Zyzomys_argurus
Pseudomys_nanus	Pseudomys nanus	Pseudomys_nanus
Pseudomys_hermannsburgensis	Pseudomys hermannsburgensis	Pseudomys_hermannsburgensis
Mastacomys_fuscus	Mastacomys fuscus	Mastacomys_fuscus
Pseudomys_fumeus	Pseudomys fumeus	Pseudomys_fumeus
Pseudomys_australis	Pseudomys australis	Pseudomys_australis
Notomys_fuscus	Notomys fuscus	Notomys_fuscus
Notomys_alexis	Notomys alexis	Notomys_alexis
Pseudomys_chapmani	Pseudomys chapmani	Pseudomys_chapmani
Crossomys_moncktoni	Crossomys moncktoni	Crossomys_moncktoni
Parahydromys_asper	Parahydromys asper	Parahydromys_asper
Hydromys_chrysogaster	Hydromys chrysogaster	Hydromys_chrysogaster
Leptomys_elegans	Leptomys elegans	Leptomys_elegans
Xeromys_myoides	Xeromys myoides	Xeromys_myoides
Pseudohydromys_ellermani	Pseudohydromys ellermani	Pseudohydromys_ellermani
Juscelinomys_huanchacae	Juscelinomys huanchacae	Juscelinomys_huanchacae
Oxymycterus_hiska	Oxymycterus hiska	Oxymycterus_hiska
Oxymycterus_paramensis	Oxymycterus paramensis	Oxymycterus_paramensis
Oxymycterus_wayku	Oxymycterus wayku	Oxymycterus_wayku
Oxymycterus_quaestor	Oxymycterus quaestor	Oxymycterus_quaestor
Oxymycterus_josei	Oxymycterus josei	Oxymycterus_josei
Oxymycterus_rufus	Oxymycterus rufus	Oxymycterus_rufus
Oxymycterus_nasutus	Oxymycterus nasutus	Oxymycterus_nasutus
Oxymycterus_dasytrichus	Oxymycterus dasytrichus	Oxymycterus_dasytrichus
Oxymycterus_delator	Oxymycterus delator	Oxymycterus_delator
Oxymycterus_amazonicus	Oxymycterus amazonicus	Oxymycterus_amazonicus
Thalpomys_cerradensis	Thalpomys cerradensis	Thalpomys_cerradensis
Thalpomys_lasiotis	Thalpomys lasiotis	Thalpomys_lasiotis
Necromys_lactens	Necromys lactens	Necromys_lactens
Necromys_obscurus	Necromys obscurus	Necromys_obscurus
Necromys_lasiurus	Necromys lasiurus	Necromys_lasiurus
Necromys_lenguarum	Necromys lenguarum	Necromys_lenguarum
Necromys_temchuki	Necromys temchuki	Necromys_temchuki
Necromys_amoenus	Necromys amoenus	Necromys_amoenus
Necromys_urichi	Necromys urichi	Necromys_urichi
Podoxymys_roraimae	Podoxymys roraimae	Podoxymys_roraimae
Thaptomys_nigrita	Thaptomys nigrita	Thaptomys_nigrita
Akodon_serrensis	Akodon serrensis	Akodon_serrensis
Deltamys_kempi	Deltamys kempi	Deltamys_kempi
Akodon_aerosus	Akodon aerosus	Akodon_aerosus
Akodon_torques	Akodon torques	Akodon_torques
Akodon_mollis	Akodon mollis	Akodon_mollis
Akodon_orophilus	Akodon orophilus	Akodon_orophilus
Akodon_affinis	Akodon affinis	Akodon_affinis
Akodon_albiventer	Akodon albiventer	Akodon_albiventer
Akodon_varius	Akodon varius	Akodon_varius
Akodon_simulator	Akodon simulator	Akodon_simulator
Akodon_budini	Akodon budini	Akodon_budini
Akodon_siberiae	Akodon siberiae	Akodon_siberiae
Akodon_cursor	Akodon cursor	Akodon_cursor
Akodon_reigi	Akodon reigi	Akodon_reigi
Akodon_montensis	Akodon montensis	Akodon_montensis
Akodon_paranaensis	Akodon paranaensis	Akodon_paranaensis
Akodon_mystax	Akodon mystax	Akodon_mystax
Akodon_azarae	Akodon azarae	Akodon_azarae
Akodon_subfuscus	Akodon subfuscus	Akodon_subfuscus
Akodon_lutescens	Akodon lutescens	Akodon_lutescens
Akodon_boliviensis	Akodon boliviensis	Akodon_boliviensis
Akodon_spegazzinii	Akodon spegazzinii	Akodon_spegazzinii
Akodon_sylvanus	Akodon sylvanus	Akodon_sylvanus
Akodon_polopi	Akodon polopi	Akodon_polopi
Akodon_kofordi	Akodon kofordi	Akodon_kofordi
Akodon_fumeus	Akodon fumeus	Akodon_fumeus
Akodon_juninensis	Akodon juninensis	Akodon_juninensis
Akodon_philipmyersi	Akodon philipmyersi	Akodon_philipmyersi
Akodon_lindberghi	Akodon lindberghi	Akodon_lindberghi
Akodon_iniscatus	Akodon iniscatus	Akodon_iniscatus
Akodon_dayi	Akodon dayi	Akodon_dayi
Akodon_molinae	Akodon molinae	Akodon_molinae
Akodon_dolores	Akodon dolores	Akodon_dolores
Akodon_toba	Akodon toba	Akodon_toba
Akodon_mimus	Akodon mimus	Akodon_mimus
Bibimys_chacoensis	Bibimys chacoensis	Bibimys_chacoensis
Bibimys_labiosus	Bibimys labiosus	Bibimys_labiosus
Kunsia_tomentosus	Kunsia tomentosus	Kunsia_tomentosus
Scapteromys_tumidus	Scapteromys tumidus	Scapteromys_tumidus
Scapteromys_aquaticus	Scapteromys aquaticus	Scapteromys_aquaticus
Scapteromys_meridionalis	Scapteromys meridionalis	Scapteromys_meridionalis
Brucepattersonius_igniventris	Brucepattersonius igniventris	Brucepattersonius_igniventris
Blarinomys_breviceps	Blarinomys breviceps	Blarinomys_breviceps
Brucepattersonius_iheringi	Brucepattersonius iheringi	Brucepattersonius_iheringi
Brucepattersonius_soricinus	Brucepattersonius soricinus	Brucepattersonius_soricinus
Lenoxus_apicalis	Lenoxus apicalis	Lenoxus_apicalis
Thomasomys_daphne	Thomasomys daphne	Thomasomys_daphne
Thomasomys_andersoni	Thomasomys andersoni	Thomasomys_andersoni
Thomasomys_oreas	Thomasomys oreas	Thomasomys_oreas
Thomasomys_erro	Thomasomys erro	Thomasomys_erro
Thomasomys_cinnameus	Thomasomys cinnameus	Thomasomys_cinnameus
Thomasomys_caudivarius	Thomasomys caudivarius	Thomasomys_caudivarius
Thomasomys_aureus	Thomasomys aureus	Thomasomys_aureus
Thomasomys_ischyrus	Thomasomys ischyrus	Thomasomys_ischyrus
Thomasomys_baeops	Thomasomys baeops	Thomasomys_baeops
Thomasomys_notatus	Thomasomys notatus	Thomasomys_notatus
Thomasomys_ladewi	Thomasomys ladewi	Thomasomys_ladewi
Thomasomys_gracilis	Thomasomys gracilis	Thomasomys_gracilis
Chilomys_instans	Chilomys instans	Chilomys_instans
Rhagomys_longilingua	Rhagomys longilingua	Rhagomys_longilingua
Aepeomys_lugens	Aepeomys lugens	Aepeomys_lugens
Rhipidomys_wetzeli	Rhipidomys wetzeli	Rhipidomys_wetzeli
Rhipidomys_mastacalis	Rhipidomys mastacalis	Rhipidomys_mastacalis
Rhipidomys_nitela	Rhipidomys nitela	Rhipidomys_nitela
Rhipidomys_emiliae	Rhipidomys emiliae	Rhipidomys_emiliae
Rhipidomys_ipukensis	Rhipidomys ipukensis	Rhipidomys_ipukensis
Rhipidomys_gardneri	Rhipidomys gardneri	Rhipidomys_gardneri
Rhipidomys_leucodactylus	Rhipidomys leucodactylus	Rhipidomys_leucodactylus
Rhipidomys_macrurus	Rhipidomys macrurus	Rhipidomys_macrurus
Rhipidomys_cariri	Rhipidomys cariri	Rhipidomys_cariri
Rhipidomys_itoan	Rhipidomys itoan	Rhipidomys_itoan
Rhipidomys_tribei	Rhipidomys tribei	Rhipidomys_tribei
Rhipidomys_latimanus	Rhipidomys latimanus	Rhipidomys_latimanus
Rhipidomys_macconnelli	Rhipidomys macconnelli	Rhipidomys_macconnelli
Irenomys_tarsalis	Irenomys tarsalis	Irenomys_tarsalis
Euneomys_mordax	Euneomys mordax	Euneomys_mordax
Euneomys_chinchilloides	Euneomys chinchilloides	Euneomys_chinchilloides
Neotomys_ebriosus	Neotomys ebriosus	Neotomys_ebriosus
Rhagomys_rufescens	Rhagomys rufescens	Rhagomys_rufescens
Akodon_latebricola	Akodon latebricola	Akodon_latebricola
Andinomys_edax	Andinomys edax	Andinomys_edax
Punomys_kofordi	Punomys kofordi	Punomys_kofordi
Delomys_sublineatus	Delomys sublineatus	Delomys_sublineatus
Delomys_collinus	Delomys collinus	Delomys_collinus
Delomys_dorsalis	Delomys dorsalis	Delomys_dorsalis
Delomys_altimontanus	Delomys altimontanus	Delomys_altimontanus
Calassomys_apicalis	Calassomys apicalis	Calassomys_apicalis
Calomys_hummelincki	Calomys hummelincki	Calomys_hummelincki
Calomys_laucha	Calomys laucha	Calomys_laucha
Calomys_tener	Calomys tener	Calomys_tener
Calomys_expulsus	Calomys expulsus	Calomys_expulsus
Calomys_cerqueirai	Calomys cerqueirai	Calomys_cerqueirai
Calomys_callosus	Calomys callosus	Calomys_callosus
Calomys_tocantinsi	Calomys tocantinsi	Calomys_tocantinsi
Calomys_venustus	Calomys venustus	Calomys_venustus
Calomys_fecundus	Calomys fecundus	Calomys_fecundus
Calomys_lepidus	Calomys lepidus	Calomys_lepidus
Calomys_sorellus	Calomys sorellus	Calomys_sorellus
Calomys_musculinus	Calomys musculinus	Calomys_musculinus
Phyllotis_wolffsohni	Phyllotis wolffsohni	Phyllotis_wolffsohni
Tapecomys_primus	Tapecomys primus	Tapecomys_primus
Auliscomys_sublimis	Auliscomys sublimis	Auliscomys_sublimis
Auliscomys_boliviensis	Auliscomys boliviensis	Auliscomys_boliviensis
Auliscomys_pictus	Auliscomys pictus	Auliscomys_pictus
Galenomys_garleppi	Galenomys garleppi	Galenomys_garleppi
Loxodontomys_micropus	Loxodontomys micropus	Loxodontomys_micropus
Phyllotis_osilae	Phyllotis osilae	Phyllotis_osilae
Phyllotis_alisosiensis	Phyllotis alisosiensis	Phyllotis_alisosiensis
Phyllotis_anitae	Phyllotis anitae	Phyllotis_anitae
Phyllotis_andium	Phyllotis andium	Phyllotis_andium
Paralomys_gerbillus	Paralomys gerbillus	Paralomys_gerbillus
Phyllotis_amicus	Phyllotis amicus	Phyllotis_amicus
Phyllotis_limatus	Phyllotis limatus	Phyllotis_limatus
Phyllotis_bonariensis	Phyllotis bonariensis	Phyllotis_bonariensis
Phyllotis_xanthopygus	Phyllotis xanthopygus	Phyllotis_xanthopygus
Phyllotis_caprinus	Phyllotis caprinus	Phyllotis_caprinus
Phyllotis_magister	Phyllotis magister	Phyllotis_magister
Phyllotis_darwini	Phyllotis darwini	Phyllotis_darwini
Salinomys_delicatus	Salinomys delicatus	Salinomys_delicatus
Andalgalomys_olrogi	Andalgalomys olrogi	Andalgalomys_olrogi
Andalgalomys_pearsoni	Andalgalomys pearsoni	Andalgalomys_pearsoni
Eligmodontia_hirtipes	Eligmodontia hirtipes	Eligmodontia_hirtipes
Eligmodontia_moreni	Eligmodontia moreni	Eligmodontia_moreni
Eligmodontia_puerulus	Eligmodontia puerulus	Eligmodontia_puerulus
Eligmodontia_morgani	Eligmodontia morgani	Eligmodontia_morgani
Eligmodontia_dunaris	Eligmodontia dunaris	Eligmodontia_dunaris
Eligmodontia_typus	Eligmodontia typus	Eligmodontia_typus
Eligmodontia_bolsonensis	Eligmodontia bolsonensis	Eligmodontia_bolsonensis
Graomys_domorum	Graomys domorum	Graomys_domorum
Graomys_centralis	Graomys centralis	Graomys_centralis
Graomys_griseoflavus	Graomys griseoflavus	Graomys_griseoflavus
Abrothrix_andinus	Abrothrix andinus	Abrothrix_andinus
Abrothrix_hershkovitzi	Abrothrix hershkovitzi	Abrothrix_hershkovitzi
Abrothrix_olivaceus	Abrothrix olivaceus	Abrothrix_olivaceus
Abrothrix_markhami	Abrothrix markhami	Abrothrix_markhami
Abrothrix_jelskii	Abrothrix jelskii	Abrothrix_jelskii
Abrothrix_illuteus	Abrothrix illuteus	Abrothrix_illuteus
Abrothrix_sanborni	Abrothrix sanborni	Abrothrix_sanborni
Abrothrix_lanosus	Abrothrix lanosus	Abrothrix_lanosus
Abrothrix_longipilis	Abrothrix longipilis	Abrothrix_longipilis
Geoxus_valdivianus	Geoxus valdivianus	Geoxus_valdivianus
Pearsonomys_annectens	Pearsonomys annectens	Pearsonomys_annectens
Notiomys_edwardsii	Notiomys edwardsii	Notiomys_edwardsii
Chelemys_megalonyx	Chelemys megalonyx	Chelemys_megalonyx
Chelemys_macronyx	Chelemys macronyx	Chelemys_macronyx
Wiedomys_pyrrhorhinos	Wiedomys pyrrhorhinos	Wiedomys_pyrrhorhinos
Wiedomys_cerradensis	Wiedomys cerradensis	Wiedomys_cerradensis
Juliomys_ossitenuis	Juliomys ossitenuis	Juliomys_ossitenuis
Juliomys_rimofrons	Juliomys rimofrons	Juliomys_rimofrons
Juliomys_pictipes	Juliomys pictipes	Juliomys_pictipes
Handleyomys_intectus	Handleyomys intectus	Handleyomys_intectus
Handleyomys_guerrerensis	Handleyomys guerrerensis	Handleyomys_guerrerensis
Handleyomys_saturatior	Handleyomys saturatior	Handleyomys_saturatior
Handleyomys_chapmani	Handleyomys chapmani	Handleyomys_chapmani
Handleyomys_melanotis	Handleyomys melanotis	Handleyomys_melanotis
Handleyomys_rostratus	Handleyomys rostratus	Handleyomys_rostratus
Handleyomys_alfaroi	Handleyomys alfaroi	Handleyomys_alfaroi
Nephelomys_keaysi	Nephelomys keaysi	Nephelomys_keaysi
Mindomys_hammondi	Mindomys hammondi	Mindomys_hammondi
Nephelomys_albigularis	Nephelomys albigularis	Nephelomys_albigularis
Nephelomys_levipes	Nephelomys levipes	Nephelomys_levipes
Hylaeamys_yunganus	Hylaeamys yunganus	Hylaeamys_yunganus
Hylaeamys_megacephalus	Hylaeamys megacephalus	Hylaeamys_megacephalus
Hylaeamys_perenensis	Hylaeamys perenensis	Hylaeamys_perenensis
Hylaeamys_acritus	Hylaeamys acritus	Hylaeamys_acritus
Hylaeamys_laticeps	Hylaeamys laticeps	Hylaeamys_laticeps
Euryoryzomys_macconnelli	Euryoryzomys macconnelli	Euryoryzomys_macconnelli
Euryoryzomys_emmonsae	Euryoryzomys emmonsae	Euryoryzomys_emmonsae
Euryoryzomys_russatus	Euryoryzomys russatus	Euryoryzomys_russatus
Euryoryzomys_nitidus	Euryoryzomys nitidus	Euryoryzomys_nitidus
Euryoryzomys_lamia	Euryoryzomys lamia	Euryoryzomys_lamia
Transandinomys_bolivaris	Transandinomys bolivaris	Transandinomys_bolivaris
Transandinomys_talamancae	Transandinomys talamancae	Transandinomys_talamancae
Oecomys_rex	Oecomys rex	Oecomys_rex
Oecomys_rutilus	Oecomys rutilus	Oecomys_rutilus
Oecomys_auyantepui	Oecomys auyantepui	Oecomys_auyantepui
Oecomys_paricola	Oecomys paricola	Oecomys_paricola
Oecomys_cleberi	Oecomys cleberi	Oecomys_cleberi
Oecomys_mamorae	Oecomys mamorae	Oecomys_mamorae
Oecomys_trinitatis	Oecomys trinitatis	Oecomys_trinitatis
Oecomys_superans	Oecomys superans	Oecomys_superans
Oecomys_roberti	Oecomys roberti	Oecomys_roberti
Oecomys_bicolor	Oecomys bicolor	Oecomys_bicolor
Oecomys_concolor	Oecomys concolor	Oecomys_concolor
Oecomys_catherinae	Oecomys catherinae	Oecomys_catherinae
Amphinectomys_savamis	Amphinectomys savamis	Amphinectomys_savamis
Nectomys_apicalis	Nectomys apicalis	Nectomys_apicalis
Nectomys_squamipes	Nectomys squamipes	Nectomys_squamipes
Oryzomys_couesi	Oryzomys couesi	Oryzomys_couesi
Oryzomys_palustris	Oryzomys palustris	Oryzomys_palustris
Nesoryzomys_narboroughi	Nesoryzomys narboroughi	Nesoryzomys_narboroughi
Nesoryzomys_fernandinae	Nesoryzomys fernandinae	Nesoryzomys_fernandinae
Nesoryzomys_swarthi	Nesoryzomys swarthi	Nesoryzomys_swarthi
Aegialomys_galapagoensis	Aegialomys galapagoensis	Aegialomys_galapagoensis
Aegialomys_xanthaeolus	Aegialomys xanthaeolus	Aegialomys_xanthaeolus
Sigmodontomys_aphrastus	Sigmodontomys aphrastus	Sigmodontomys_aphrastus
Melanomys_caliginosus	Melanomys caliginosus	Melanomys_caliginosus
Sigmodontomys_alfari	Sigmodontomys alfari	Sigmodontomys_alfari
Lundomys_molitor	Lundomys molitor	Lundomys_molitor
Pseudoryzomys_simplex	Pseudoryzomys simplex	Pseudoryzomys_simplex
Holochilus_sciureus	Holochilus sciureus	Holochilus_sciureus
Holochilus_chacarius	Holochilus chacarius	Holochilus_chacarius
Holochilus_brasiliensis	Holochilus brasiliensis	Holochilus_brasiliensis
Sooretamys_angouya	Sooretamys angouya	Sooretamys_angouya
Cerradomys_goytaca	Cerradomys goytaca	Cerradomys_goytaca
Cerradomys_subflavus	Cerradomys subflavus	Cerradomys_subflavus
Cerradomys_vivoi	Cerradomys vivoi	Cerradomys_vivoi
Cerradomys_langguthi	Cerradomys langguthi	Cerradomys_langguthi
Cerradomys_scotti	Cerradomys scotti	Cerradomys_scotti
Cerradomys_akroai	Cerradomys akroai	Cerradomys_akroai
Cerradomys_maracajuensis	Cerradomys maracajuensis	Cerradomys_maracajuensis
Cerradomys_marinhus	Cerradomys marinhus	Cerradomys_marinhus
Drymoreomys_albimaculatus	Drymoreomys albimaculatus	Drymoreomys_albimaculatus
Eremoryzomys_polius	Eremoryzomys polius	Eremoryzomys_polius
Microakodontomys_transitorius	Microakodontomys transitorius	Microakodontomys_transitorius
Oligoryzomys_microtis	Oligoryzomys microtis	Oligoryzomys_microtis
Oligoryzomys_flavescens	Oligoryzomys flavescens	Oligoryzomys_flavescens
Oligoryzomys_magellanicus	Oligoryzomys magellanicus	Oligoryzomys_magellanicus
Oligoryzomys_longicaudatus	Oligoryzomys longicaudatus	Oligoryzomys_longicaudatus
Oligoryzomys_fornesi	Oligoryzomys fornesi	Oligoryzomys_fornesi
Oligoryzomys_andinus	Oligoryzomys andinus	Oligoryzomys_andinus
Oligoryzomys_nigripes	Oligoryzomys nigripes	Oligoryzomys_nigripes
Oligoryzomys_stramineus	Oligoryzomys stramineus	Oligoryzomys_stramineus
Oligoryzomys_brendae	Oligoryzomys brendae	Oligoryzomys_brendae
Oligoryzomys_destructor	Oligoryzomys destructor	Oligoryzomys_destructor
Oligoryzomys_rupestris	Oligoryzomys rupestris	Oligoryzomys_rupestris
Oligoryzomys_delticola	Oligoryzomys delticola	Oligoryzomys_delticola
Oligoryzomys_eliurus	Oligoryzomys eliurus	Oligoryzomys_eliurus
Oligoryzomys_chacoensis	Oligoryzomys chacoensis	Oligoryzomys_chacoensis
Oligoryzomys_fulvescens	Oligoryzomys fulvescens	Oligoryzomys_fulvescens
Oligoryzomys_vegetus	Oligoryzomys vegetus	Oligoryzomys_vegetus
Oligoryzomys_moojeni	Oligoryzomys moojeni	Oligoryzomys_moojeni
Oreoryzomys_balneator	Oreoryzomys balneator	Oreoryzomys_balneator
Neacomys_minutus	Neacomys minutus	Neacomys_minutus
Microryzomys_minutus	Microryzomys minutus	Microryzomys_minutus
Neacomys_paracou	Neacomys paracou	Neacomys_paracou
Neacomys_guianae	Neacomys guianae	Neacomys_guianae
Neacomys_musseri	Neacomys musseri	Neacomys_musseri
Neacomys_dubosti	Neacomys dubosti	Neacomys_dubosti
Neacomys_spinosus	Neacomys spinosus	Neacomys_spinosus
Zygodontomys_brevicauda	Zygodontomys brevicauda	Zygodontomys_brevicauda
Scolomys_melanops	Scolomys melanops	Scolomys_melanops
Scolomys_ucayalensis	Scolomys ucayalensis	Scolomys_ucayalensis
Neusticomys_monticolus	Neusticomys monticolus	Neusticomys_monticolus
Rheomys_thomasi	Rheomys thomasi	Rheomys_thomasi
Rheomys_raptor	Rheomys raptor	Rheomys_raptor
Sigmodon_ochrognathus	Sigmodon ochrognathus	Sigmodon_ochrognathus
Sigmodon_alleni	Sigmodon alleni	Sigmodon_alleni
Sigmodon_hirsutus	Sigmodon hirsutus	Sigmodon_hirsutus
Sigmodon_hispidus	Sigmodon hispidus	Sigmodon_hispidus
Sigmodon_toltecus	Sigmodon toltecus	Sigmodon_toltecus
Sigmodon_arizonae	Sigmodon arizonae	Sigmodon_arizonae
Sigmodon_mascotensis	Sigmodon mascotensis	Sigmodon_mascotensis
Sigmodon_leucotis	Sigmodon leucotis	Sigmodon_leucotis
Sigmodon_fulviventer	Sigmodon fulviventer	Sigmodon_fulviventer
Sigmodon_peruanus	Sigmodon peruanus	Sigmodon_peruanus
Sigmodon_alstoni	Sigmodon alstoni	Sigmodon_alstoni
Otonyctomys_hatti	Otonyctomys hatti	Otonyctomys_hatti
Nyctomys_sumichrasti	Nyctomys sumichrasti	Nyctomys_sumichrasti
Ototylomys_phyllotis	Ototylomys phyllotis	Ototylomys_phyllotis
Tylomys_watsoni	Tylomys watsoni	Tylomys_watsoni
Tylomys_nudicaudus	Tylomys nudicaudus	Tylomys_nudicaudus
Ochrotomys_nuttalli	Ochrotomys nuttalli	Ochrotomys_nuttalli
Isthmomys_pirrensis	Isthmomys pirrensis	Isthmomys_pirrensis
Reithrodontomys_fulvescens	Reithrodontomys fulvescens	Reithrodontomys_fulvescens
Reithrodontomys_hirsutus	Reithrodontomys hirsutus	Reithrodontomys_hirsutus
Reithrodontomys_raviventris	Reithrodontomys raviventris	Reithrodontomys_raviventris
Reithrodontomys_montanus	Reithrodontomys montanus	Reithrodontomys_montanus
Reithrodontomys_humulis	Reithrodontomys humulis	Reithrodontomys_humulis
Reithrodontomys_chrysopsis	Reithrodontomys chrysopsis	Reithrodontomys_chrysopsis
Reithrodontomys_megalotis	Reithrodontomys megalotis	Reithrodontomys_megalotis
Reithrodontomys_sumichrasti	Reithrodontomys sumichrasti	Reithrodontomys_sumichrasti
Reithrodontomys_zacatecae	Reithrodontomys zacatecae	Reithrodontomys_zacatecae
Reithrodontomys_creper	Reithrodontomys creper	Reithrodontomys_creper
Reithrodontomys_tenuirostris	Reithrodontomys tenuirostris	Reithrodontomys_tenuirostris
Reithrodontomys_microdon	Reithrodontomys microdon	Reithrodontomys_microdon
Reithrodontomys_bakeri	Reithrodontomys bakeri	Reithrodontomys_bakeri
Reithrodontomys_darienensis	Reithrodontomys darienensis	Reithrodontomys_darienensis
Reithrodontomys_mexicanus	Reithrodontomys mexicanus	Reithrodontomys_mexicanus
Reithrodontomys_brevirostris	Reithrodontomys brevirostris	Reithrodontomys_brevirostris
Reithrodontomys_gracilis	Reithrodontomys gracilis	Reithrodontomys_gracilis
Reithrodontomys_spectabilis	Reithrodontomys spectabilis	Reithrodontomys_spectabilis
Onychomys_torridus	Onychomys torridus	Onychomys_torridus
Onychomys_leucogaster	Onychomys leucogaster	Onychomys_leucogaster
Onychomys_arenicola	Onychomys arenicola	Onychomys_arenicola
Osgoodomys_banderanus	Osgoodomys banderanus	Osgoodomys_banderanus
Peromyscus_fraterculus	Peromyscus fraterculus	Peromyscus_fraterculus
Peromyscus_eremicus	Peromyscus eremicus	Peromyscus_eremicus
Peromyscus_californicus	Peromyscus californicus	Peromyscus_californicus
Peromyscus_hooperi	Peromyscus hooperi	Peromyscus_hooperi
Peromyscus_gossypinus	Peromyscus gossypinus	Peromyscus_gossypinus
Peromyscus_leucopus	Peromyscus leucopus	Peromyscus_leucopus
Peromyscus_melanotis	Peromyscus melanotis	Peromyscus_melanotis
Peromyscus_maniculatus	Peromyscus maniculatus	Peromyscus_maniculatus
Peromyscus_keeni	Peromyscus keeni	Peromyscus_keeni
Peromyscus_polionotus	Peromyscus polionotus	Peromyscus_polionotus
Habromys_lophurus	Habromys lophurus	Habromys_lophurus
Habromys_ixtlani	Habromys ixtlani	Habromys_ixtlani
Habromys_lepturus	Habromys lepturus	Habromys_lepturus
Habromys_chinanteco	Habromys chinanteco	Habromys_chinanteco
Habromys_simulatus	Habromys simulatus	Habromys_simulatus
Peromyscus_sagax	Peromyscus sagax	Peromyscus_sagax
Habromys_delicatulus	Habromys delicatulus	Habromys_delicatulus
Peromyscus_attwateri	Peromyscus attwateri	Peromyscus_attwateri
Peromyscus_difficilis	Peromyscus difficilis	Peromyscus_difficilis
Peromyscus_nasutus	Peromyscus nasutus	Peromyscus_nasutus
Peromyscus_ochraventer	Peromyscus ochraventer	Peromyscus_ochraventer
Peromyscus_truei	Peromyscus truei	Peromyscus_truei
Peromyscus_gratus	Peromyscus gratus	Peromyscus_gratus
Peromyscus_furvus	Peromyscus furvus	Peromyscus_furvus
Peromyscus_schmidlyi	Peromyscus schmidlyi	Peromyscus_schmidlyi
Peromyscus_beatae	Peromyscus beatae	Peromyscus_beatae
Peromyscus_carletoni	Peromyscus carletoni	Peromyscus_carletoni
Peromyscus_levipes	Peromyscus levipes	Peromyscus_levipes
Peromyscus_stephani	Peromyscus stephani	Peromyscus_stephani
Peromyscus_boylii	Peromyscus boylii	Peromyscus_boylii
Peromyscus_simulus	Peromyscus simulus	Peromyscus_simulus
Peromyscus_madrensis	Peromyscus madrensis	Peromyscus_madrensis
Peromyscus_spicilegus	Peromyscus spicilegus	Peromyscus_spicilegus
Peromyscus_winkelmanni	Peromyscus winkelmanni	Peromyscus_winkelmanni
Peromyscus_hylocetes	Peromyscus hylocetes	Peromyscus_hylocetes
Peromyscus_aztecus	Peromyscus aztecus	Peromyscus_aztecus
Peromyscus_crinitus	Peromyscus crinitus	Peromyscus_crinitus
Podomys_floridanus	Podomys floridanus	Podomys_floridanus
Neotomodon_alstoni	Neotomodon alstoni	Neotomodon_alstoni
Megadontomys_cryophilus	Megadontomys cryophilus	Megadontomys_cryophilus
Megadontomys_thomasi	Megadontomys thomasi	Megadontomys_thomasi
Megadontomys_nelsoni	Megadontomys nelsoni	Megadontomys_nelsoni
Peromyscus_mayensis	Peromyscus mayensis	Peromyscus_mayensis
Peromyscus_stirtoni	Peromyscus stirtoni	Peromyscus_stirtoni
Peromyscus_melanophrys	Peromyscus melanophrys	Peromyscus_melanophrys
Peromyscus_perfulvus	Peromyscus perfulvus	Peromyscus_perfulvus
Peromyscus_melanocarpus	Peromyscus melanocarpus	Peromyscus_melanocarpus
Peromyscus_megalops	Peromyscus megalops	Peromyscus_megalops
Peromyscus_gymnotis	Peromyscus gymnotis	Peromyscus_gymnotis
Peromyscus_mexicanus	Peromyscus mexicanus	Peromyscus_mexicanus
Peromyscus_zarhynchus	Peromyscus zarhynchus	Peromyscus_zarhynchus
Peromyscus_guatemalensis	Peromyscus guatemalensis	Peromyscus_guatemalensis
Peromyscus_grandis	Peromyscus grandis	Peromyscus_grandis
Peromyscus_yucatanicus	Peromyscus yucatanicus	Peromyscus_yucatanicus
Scotinomys_teguina	Scotinomys teguina	Scotinomys_teguina
Scotinomys_xerampelinus	Scotinomys xerampelinus	Scotinomys_xerampelinus
Baiomys_musculus	Baiomys musculus	Baiomys_musculus
Baiomys_taylori	Baiomys taylori	Baiomys_taylori
Hodomys_alleni	Hodomys alleni	Hodomys_alleni
Xenomys_nelsoni	Xenomys nelsoni	Xenomys_nelsoni
Neotoma_cinerea	Neotoma cinerea	Neotoma_cinerea
Neotoma_stephensi	Neotoma stephensi	Neotoma_stephensi
