label	size	lifespan	submitted_name_pantheria.pantheria	submitted_name_anage.pantheria	matched_name	size.pantheria	lifespan.pantheria	submitted_name_pantheria.anage	submitted_name_anage.anage	size.anage	lifespan.anage
Chiruromys_vates	45.46	NA	Chiruromys_vates	NA	Chiruromys vates	45.46	-83.25	Chiruromys_vates	NA	NA	NA
Chlamyphorus_truncatus	83.53	NA	Chlamyphorus_truncatus	Chlamyphorus_truncatus	Chlamyphorus truncatus	83.53	-83.25	Chlamyphorus_truncatus	Chlamyphorus_truncatus	44.3	NA
Chlorocebus_aethiops	5620	31.599999999999998	Chlorocebus_aethiops	Chlorocebus_aethiops	Chlorocebus aethiops	3695.99	31.599999999999998	Chlorocebus_aethiops	Chlorocebus_aethiops	5620	30.8
Chlorocebus_cynosuros	NA	NA	Chlorocebus_cynosuros	NA	Chlorocebus cynosuros	-999	-83.25	Chlorocebus_cynosuros	NA	NA	NA
Chlorocebus_djamdjamensis	NA	NA	Chlorocebus_djamdjamensis	NA	Chlorocebus djamdjamensis	-999	-83.25	Chlorocebus_djamdjamensis	NA	NA	NA
Chlorocebus_pygerythrus	NA	NA	Chlorocebus_pygerythrus	NA	Chlorocebus pygerythrus	-999	-83.25	Chlorocebus_pygerythrus	NA	NA	NA
Chlorocebus_sabaeus	NA	NA	Chlorocebus_sabaeus	NA	Chlorocebus sabaeus	-999	-83.25	Chlorocebus_sabaeus	NA	NA	NA
Chlorocebus_tantalus	NA	NA	Chlorocebus_tantalus	NA	Chlorocebus tantalus	-999	-83.25	Chlorocebus_tantalus	NA	NA	NA
Chlorotalpa_duthieae	NA	NA	Chlorotalpa_duthieae	NA	Chlorotalpa duthieae	-999	-83.25	Chlorotalpa_duthieae	NA	NA	NA
Burramys_parvus	45	12	Burramys_parvus	Burramys_parvus	Burramys parvus	44.27	12	Burramys_parvus	Burramys_parvus	45	12
Cabassous_centralis	3669.69	NA	Cabassous_centralis	Cabassous_centralis	Cabassous centralis	3669.69	-83.25	Cabassous_centralis	Cabassous_centralis	2750	NA
Cabassous_chacoensis	1490.01	NA	Cabassous_chacoensis	NA	Cabassous chacoensis	1490.01	-83.25	Cabassous_chacoensis	NA	NA	NA
Cabassous_tatouay	5349.95	NA	Cabassous_tatouay	NA	Cabassous tatouay	5349.95	-83.25	Cabassous_tatouay	NA	NA	NA
Cabassous_unicinctus	3987.97	NA	Cabassous_unicinctus	Cabassous_unicinctus	Cabassous unicinctus	3987.97	-83.25	Cabassous_unicinctus	Cabassous_unicinctus	3500	NA
Cacajao_calvus	3421.04	35.8	Cacajao_calvus	Cacajao_calvus	Cacajao calvus	3421.04	27	Cacajao_calvus	Cacajao_calvus	3165	35.8
Cacajao_melanocephalus	3121.58	18	Cacajao_melanocephalus	Cacajao_melanocephalus	Cacajao melanocephalus	3121.58	18	Cacajao_melanocephalus	Cacajao_melanocephalus	2935	NA
Caenolestes_caniventer	40	NA	Caenolestes_caniventer	NA	Caenolestes caniventer	40	-83.25	Caenolestes_caniventer	NA	NA	NA
Caenolestes_condorensis	47.81	NA	Caenolestes_condorensis	NA	Caenolestes condorensis	47.81	-83.25	Caenolestes_condorensis	NA	NA	NA
Caenolestes_convelatus	31.56	NA	Caenolestes_convelatus	NA	Caenolestes convelatus	31.56	-83.25	Caenolestes_convelatus	NA	NA	NA
Caenolestes_fuliginosus	28.64	NA	Caenolestes_fuliginosus	NA	Caenolestes fuliginosus	28.64	-83.25	Caenolestes_fuliginosus	NA	NA	NA
Calcochloris_leucorhinus	NA	NA	Calcochloris_leucorhinus	NA	Calcochloris leucorhinus	-999	-83.25	Calcochloris_leucorhinus	NA	NA	NA
Calcochloris_obtusirostris	24.05	NA	Calcochloris_obtusirostris	NA	Calcochloris obtusirostris	24.05	-83.25	Calcochloris_obtusirostris	NA	NA	NA
Calcochloris_tytonis	NA	NA	Calcochloris_tytonis	NA	Calcochloris tytonis	-999	-83.25	Calcochloris_tytonis	NA	NA	NA
Callicebus_baptista	NA	NA	Callicebus_baptista	NA	Callicebus baptista	-999	-83.25	Callicebus_baptista	NA	NA	NA
Callicebus_barbarabrownae	NA	NA	Callicebus_barbarabrownae	NA	Callicebus barbarabrownae	-999	-83.25	Callicebus_barbarabrownae	NA	NA	NA
Callicebus_bernhardi	NA	NA	Callicebus_bernhardi	NA	Callicebus bernhardi	-999	-83.25	Callicebus_bernhardi	NA	NA	NA
Callicebus_brunneus	850.84	NA	Callicebus_brunneus	NA	Callicebus brunneus	850.84	-83.25	Callicebus_brunneus	NA	NA	NA
Callicebus_caligatus	992.4	NA	Callicebus_caligatus	NA	Callicebus caligatus	992.4	-83.25	Callicebus_caligatus	NA	NA	NA
Callicebus_cinerascens	992.4	NA	Callicebus_cinerascens	NA	Callicebus cinerascens	992.4	-83.25	Callicebus_cinerascens	NA	NA	NA
Callicebus_coimbrai	NA	NA	Callicebus_coimbrai	NA	Callicebus coimbrai	-999	-83.25	Callicebus_coimbrai	NA	NA	NA
Capra_nubiana	47763.72	22.4	Capra_nubiana	Capra_nubiana	Capra nubiana	47763.72	17	Capra_nubiana	Capra_nubiana	46250	22.4
Capra_pyrenaica	60898.77	16	Capra_pyrenaica	Capra_pyrenaica	Capra pyrenaica	60898.77	16	Capra_pyrenaica	Capra_pyrenaica	57500	NA
Capra_sibirica	130000	22.3	Capra_sibirica	Capra_sibirica	Capra sibirica	130000	22.25	Capra_sibirica	Capra_sibirica	130000	22.3
Capra_walie	100144.02	NA	Capra_walie	NA	Capra walie	100144.02	-83.25	Capra_walie	NA	NA	NA
Capreolus_capreolus	22502.01	17.5	Capreolus_capreolus	Capreolus_capreolus	Capreolus capreolus	22502.01	17	Capreolus_capreolus	Capreolus_capreolus	21666.7	17.5
Capreolus_pygargus	41371.03	NA	Capreolus_pygargus	Capreolus_pygargus	Capreolus pygargus	41371.03	-83.25	Capreolus_pygargus	Capreolus_pygargus	39450	NA
Capricornis_crispus	80000	24	Capricornis_crispus	Capricornis_crispus	Capricornis crispus	43030.64	18.580000000000002	Capricornis_crispus	Capricornis_crispus	80000	24
Capricornis_milneedwardsii	NA	NA	Capricornis_milneedwardsii	NA	Capricornis milneedwardsii	-999	-83.25	Capricornis_milneedwardsii	NA	NA	NA
Capricornis_rubidus	NA	NA	Capricornis_rubidus	NA	Capricornis rubidus	-999	-83.25	Capricornis_rubidus	NA	NA	NA
Capricornis_sumatraensis	110942.22	21	Capricornis_sumatraensis	Capricornis_sumatraensis	Capricornis sumatraensis	110942.22	21	Capricornis_sumatraensis	Capricornis_sumatraensis	95000	18.5
Capricornis_swinhoei	NA	NA	Capricornis_swinhoei	NA	Capricornis swinhoei	-999	-83.25	Capricornis_swinhoei	NA	NA	NA
Capricornis_thar	NA	NA	Capricornis_thar	NA	Capricornis thar	-999	-83.25	Capricornis_thar	NA	NA	NA
Caprolagus_hispidus	2496.99	NA	Caprolagus_hispidus	NA	Caprolagus hispidus	2496.99	-83.25	Caprolagus_hispidus	NA	NA	NA
Capromys_gundlachianus	NA	NA	Capromys_gundlachianus	NA	Capromys gundlachianus	-999	-83.25	Capromys_gundlachianus	NA	NA	NA
Capromys_pilorides	5200	13.8	Capromys_pilorides	Capromys_pilorides	Capromys pilorides	5200	11.333333333333334	Capromys_pilorides	Capromys_pilorides	4683.3	13.8
Caracal_caracal	16000	20.3	Caracal_caracal	Caracal_caracal	Caracal caracal	11964.38	17	Caracal_caracal	Caracal_caracal	16000	20.3
Cardiocranius_paradoxus	NA	NA	Cardiocranius_paradoxus	NA	Cardiocranius paradoxus	-999	-83.25	Cardiocranius_paradoxus	NA	NA	NA
Cardioderma_cor	26.45	NA	Cardioderma_cor	NA	Cardioderma cor	26.45	-83.25	Cardioderma_cor	NA	NA	NA
Carollia_brevicauda	14.85	NA	Carollia_brevicauda	NA	Carollia brevicauda	14.85	-83.25	Carollia_brevicauda	NA	NA	NA
Carollia_castanea	13.1	NA	Carollia_castanea	NA	Carollia castanea	13.1	-83.25	Carollia_castanea	NA	NA	NA
Carollia_colombiana	NA	NA	Carollia_colombiana	NA	Carollia colombiana	-999	-83.25	Carollia_colombiana	NA	NA	NA
Carollia_perspicillata	19.23	17	Carollia_perspicillata	Carollia_perspicillata	Carollia perspicillata	19.23	12.4	Carollia_perspicillata	Carollia_perspicillata	15	17
Carollia_sowelli	NA	NA	Carollia_sowelli	NA	Carollia sowelli	-999	-83.25	Carollia_sowelli	NA	NA	NA
Carollia_subrufa	15.84	NA	Carollia_subrufa	NA	Carollia subrufa	15.84	-83.25	Carollia_subrufa	NA	NA	NA
Carpitalpa_arendsi	52.34	NA	Carpitalpa_arendsi	NA	Carpitalpa arendsi	52.34	-83.25	Carpitalpa_arendsi	NA	NA	NA
Carpomys_melanurus	NA	NA	Carpomys_melanurus	NA	Carpomys melanurus	-999	-83.25	Carpomys_melanurus	NA	NA	NA
Carpomys_phaeurus	NA	NA	Carpomys_phaeurus	NA	Carpomys phaeurus	-999	-83.25	Carpomys_phaeurus	NA	NA	NA
Carterodon_sulcidens	113.8	NA	Carterodon_sulcidens	NA	Carterodon sulcidens	113.8	-83.25	Carterodon_sulcidens	NA	NA	NA
Caryomys_eva	NA	NA	Caryomys_eva	NA	Caryomys eva	-999	-83.25	Caryomys_eva	NA	NA	NA
Caryomys_inez	NA	NA	Caryomys_inez	NA	Caryomys inez	-999	-83.25	Caryomys_inez	NA	NA	NA
Casinycteris_argynnis	28.28	NA	Casinycteris_argynnis	NA	Casinycteris argynnis	28.28	-83.25	Casinycteris_argynnis	NA	NA	NA
Castor_canadensis	20250	23.4	Castor_canadensis	Castor_canadensis	Castor canadensis	18124.41	15	Castor_canadensis	Castor_canadensis	20250	23.4
Castor_fiber	25000	25	Castor_fiber	Castor_fiber	Castor fiber	19000	25	Castor_fiber	Castor_fiber	25000	NA
Catagonus_wagneri	35566.4	9	Catagonus_wagneri	Catagonus_wagneri	Catagonus wagneri	35566.4	9	Catagonus_wagneri	Catagonus_wagneri	34750	NA
Catopuma_badia	3429.52	NA	Catopuma_badia	NA	Catopuma badia	3429.52	-83.25	Catopuma_badia	NA	NA	NA
Catopuma_temminckii	13500	23	Catopuma_temminckii	Catopuma_temminckii	Catopuma temminckii	7726.46	18	Catopuma_temminckii	Catopuma_temminckii	13500	23
Cavia_aperea	524.38	6	Cavia_aperea	Cavia_aperea	Cavia aperea	524.38	-83.25	Cavia_aperea	Cavia_aperea	341	6
Cavia_fulgida	282.5	NA	Cavia_fulgida	NA	Cavia fulgida	282.5	-83.25	Cavia_fulgida	NA	NA	NA
Cavia_intermedia	NA	NA	Cavia_intermedia	NA	Cavia intermedia	-999	-83.25	Cavia_intermedia	NA	NA	NA
Cavia_magna	459.99	NA	Cavia_magna	NA	Cavia magna	459.99	-83.25	Cavia_magna	NA	NA	NA
Cavia_porcellus	728	14.799999999999999	Cavia_porcellus	Cavia_porcellus	Cavia porcellus	727.99	14.799999999999999	Cavia_porcellus	Cavia_porcellus	728	12
Cavia_tschudii	1000	6.3	Cavia_tschudii	Cavia_tschudii	Cavia tschudii	1000	-83.25	Cavia_tschudii	Cavia_tschudii	637.5	6.3
Cebus_albifrons	2509.68	44	Cebus_albifrons	Cebus_albifrons	Cebus albifrons	2509.68	44	Cebus_albifrons	Cebus_albifrons	2467.5	40.4
Cebus_apella	2758.38	45.1	Cebus_apella	NA	Cebus apella	2758.38	45.1	Cebus_apella	NA	NA	NA
Cebus_capucinus	3005.99	54.800000000000004	Cebus_capucinus	Cebus_capucinus	Cebus capucinus	3005.99	54.800000000000004	Cebus_capucinus	Cebus_capucinus	2655	54
Cebus_kaapori	3000	NA	Cebus_kaapori	NA	Cebus kaapori	3000	-83.25	Cebus_kaapori	NA	NA	NA
Cebus_libidinosus	NA	NA	Cebus_libidinosus	NA	Cebus libidinosus	-999	-83.25	Cebus_libidinosus	NA	NA	NA
Cebus_nigritus	NA	44	Cebus_nigritus	NA	Cebus nigritus	-999	44	Cebus_nigritus	NA	NA	NA
Cebus_olivaceus	2787.64	47	Cebus_olivaceus	Cebus_olivaceus	Cebus olivaceus	2787.64	41	Cebus_olivaceus	Cebus_olivaceus	2552.5	47
Cebus_xanthosternos	NA	NA	Cebus_xanthosternos	NA	Cebus xanthosternos	-999	-83.25	Cebus_xanthosternos	NA	NA	NA
Centronycteris_centralis	NA	NA	Centronycteris_centralis	NA	Centronycteris centralis	-999	-83.25	Centronycteris_centralis	NA	NA	NA
Centronycteris_maximiliani	23	NA	Centronycteris_maximiliani	NA	Centronycteris maximiliani	23	-83.25	Centronycteris_maximiliani	NA	NA	NA
Centurio_senex	23.09	NA	Centurio_senex	NA	Centurio senex	23.09	-83.25	Centurio_senex	NA	NA	NA
Cephalophus_adersi	9249.95	4.08	Cephalophus_adersi	NA	Cephalophus adersi	9249.95	4.08	Cephalophus_adersi	NA	NA	NA
Cephalophus_brookei	NA	NA	Cephalophus_brookei	NA	Cephalophus brookei	-999	-83.25	Cephalophus_brookei	NA	NA	NA
Cephalophus_callipygus	19079.23	NA	Cephalophus_callipygus	NA	Cephalophus callipygus	19079.23	-83.25	Cephalophus_callipygus	NA	NA	NA
Crocidura_horsfieldii	5.47	NA	Crocidura_horsfieldii	NA	Crocidura horsfieldii	5.47	-83.25	Crocidura_horsfieldii	NA	NA	NA
Crocidura_hutanis	NA	NA	Crocidura_hutanis	NA	Crocidura hutanis	-999	-83.25	Crocidura_hutanis	NA	NA	NA
Crocidura_ichnusae	NA	NA	Crocidura_ichnusae	NA	Crocidura ichnusae	-999	-83.25	Crocidura_ichnusae	NA	NA	NA
Crocidura_indochinensis	NA	NA	Crocidura_indochinensis	NA	Crocidura indochinensis	-999	-83.25	Crocidura_indochinensis	NA	NA	NA
Crocidura_jacksoni	7	NA	Crocidura_jacksoni	NA	Crocidura jacksoni	7	-83.25	Crocidura_jacksoni	NA	NA	NA
Crocidura_jenkinsi	NA	NA	Crocidura_jenkinsi	NA	Crocidura jenkinsi	-999	-83.25	Crocidura_jenkinsi	NA	NA	NA
Crocidura_jouvenetae	9.79	NA	Crocidura_jouvenetae	NA	Crocidura jouvenetae	9.79	-83.25	Crocidura_jouvenetae	NA	NA	NA
Crocidura_katinka	NA	NA	Crocidura_katinka	NA	Crocidura katinka	-999	-83.25	Crocidura_katinka	NA	NA	NA
Crocidura_kivuana	NA	NA	Crocidura_kivuana	NA	Crocidura kivuana	-999	-83.25	Crocidura_kivuana	NA	NA	NA
Crocidura_lamottei	NA	NA	Crocidura_lamottei	NA	Crocidura lamottei	-999	-83.25	Crocidura_lamottei	NA	NA	NA
Crocidura_lanosa	NA	NA	Crocidura_lanosa	NA	Crocidura lanosa	-999	-83.25	Crocidura_lanosa	NA	NA	NA
Crocidura_lasiura	NA	NA	Crocidura_lasiura	NA	Crocidura lasiura	-999	-83.25	Crocidura_lasiura	NA	NA	NA
Crocidura_latona	NA	NA	Crocidura_latona	NA	Crocidura latona	-999	-83.25	Crocidura_latona	NA	NA	NA
Crocidura_lea	NA	NA	Crocidura_lea	NA	Crocidura lea	-999	-83.25	Crocidura_lea	NA	NA	NA
Crocidura_lepidura	NA	NA	Crocidura_lepidura	NA	Crocidura lepidura	-999	-83.25	Crocidura_lepidura	NA	NA	NA
Crocidura_leucodon	11	3	Crocidura_leucodon	Crocidura_leucodon	Crocidura leucodon	10.88	3	Crocidura_leucodon	Crocidura_leucodon	11	2.9
Crocidura_levicula	NA	NA	Crocidura_levicula	NA	Crocidura levicula	-999	-83.25	Crocidura_levicula	NA	NA	NA
Crocidura_littoralis	18.61	NA	Crocidura_littoralis	NA	Crocidura littoralis	18.61	-83.25	Crocidura_littoralis	NA	NA	NA
Crocidura_longipes	19.3	NA	Crocidura_longipes	NA	Crocidura longipes	19.3	-83.25	Crocidura_longipes	NA	NA	NA
Crocidura_lucina	NA	NA	Crocidura_lucina	NA	Crocidura lucina	-999	-83.25	Crocidura_lucina	NA	NA	NA
Crocidura_ludia	5.15	NA	Crocidura_ludia	NA	Crocidura ludia	5.15	-83.25	Crocidura_ludia	NA	NA	NA
Crocidura_luna	13.83	NA	Crocidura_luna	NA	Crocidura luna	13.83	-83.25	Crocidura_luna	NA	NA	NA
Crocidura_lusitania	2.48	NA	Crocidura_lusitania	NA	Crocidura lusitania	2.48	-83.25	Crocidura_lusitania	NA	NA	NA
Crocidura_macarthuri	NA	NA	Crocidura_macarthuri	NA	Crocidura macarthuri	-999	-83.25	Crocidura_macarthuri	NA	NA	NA
Crocidura_macmillani	NA	NA	Crocidura_macmillani	NA	Crocidura macmillani	-999	-83.25	Crocidura_macmillani	NA	NA	NA
Crocidura_macowi	NA	NA	Crocidura_macowi	NA	Crocidura macowi	-999	-83.25	Crocidura_macowi	NA	NA	NA
Crocidura_malayana	NA	NA	Crocidura_malayana	NA	Crocidura malayana	-999	-83.25	Crocidura_malayana	NA	NA	NA
Crocidura_manengubae	NA	NA	Crocidura_manengubae	NA	Crocidura manengubae	-999	-83.25	Crocidura_manengubae	NA	NA	NA
Crocidura_maquassiensis	5.99	NA	Crocidura_maquassiensis	NA	Crocidura maquassiensis	5.99	-83.25	Crocidura_maquassiensis	NA	NA	NA
Crocidura_mariquensis	10.35	NA	Crocidura_mariquensis	NA	Crocidura mariquensis	10.35	-83.25	Crocidura_mariquensis	NA	NA	NA
Crocidura_maurisca	14	NA	Crocidura_maurisca	NA	Crocidura maurisca	14	-83.25	Crocidura_maurisca	NA	NA	NA
Crocidura_maxi	NA	NA	Crocidura_maxi	NA	Crocidura maxi	-999	-83.25	Crocidura_maxi	NA	NA	NA
Crocidura_mindorus	NA	NA	Crocidura_mindorus	NA	Crocidura mindorus	-999	-83.25	Crocidura_mindorus	NA	NA	NA
Crocidura_miya	NA	NA	Crocidura_miya	NA	Crocidura miya	-999	-83.25	Crocidura_miya	NA	NA	NA
Crocidura_monax	16	NA	Crocidura_monax	NA	Crocidura monax	16	-83.25	Crocidura_monax	NA	NA	NA
Crocidura_monticola	NA	NA	Crocidura_monticola	NA	Crocidura monticola	-999	-83.25	Crocidura_monticola	NA	NA	NA
Crocidura_montis	14.49	NA	Crocidura_montis	NA	Crocidura montis	14.49	-83.25	Crocidura_montis	NA	NA	NA
Crocidura_muricauda	NA	NA	Crocidura_muricauda	NA	Crocidura muricauda	-999	-83.25	Crocidura_muricauda	NA	NA	NA
Crocidura_musseri	NA	NA	Crocidura_musseri	NA	Crocidura musseri	-999	-83.25	Crocidura_musseri	NA	NA	NA
Crocidura_mutesae	23.91	NA	Crocidura_mutesae	NA	Crocidura mutesae	23.91	-83.25	Crocidura_mutesae	NA	NA	NA
Crocidura_nana	NA	NA	Crocidura_nana	NA	Crocidura nana	-999	-83.25	Crocidura_nana	NA	NA	NA
Crocidura_nanilla	6.5	NA	Crocidura_nanilla	NA	Crocidura nanilla	6.5	-83.25	Crocidura_nanilla	NA	NA	NA
Crocidura_negligens	NA	NA	Crocidura_negligens	NA	Crocidura negligens	-999	-83.25	Crocidura_negligens	NA	NA	NA
Crocidura_negrina	11.33	NA	Crocidura_negrina	NA	Crocidura negrina	11.33	-83.25	Crocidura_negrina	NA	NA	NA
Crocidura_nicobarica	NA	NA	Crocidura_nicobarica	NA	Crocidura nicobarica	-999	-83.25	Crocidura_nicobarica	NA	NA	NA
Crocidura_nigeriae	23	NA	Crocidura_nigeriae	NA	Crocidura nigeriae	23	-83.25	Crocidura_nigeriae	NA	NA	NA
Crocidura_nigricans	20	NA	Crocidura_nigricans	NA	Crocidura nigricans	20	-83.25	Crocidura_nigricans	NA	NA	NA
Crocidura_nigripes	NA	NA	Crocidura_nigripes	NA	Crocidura nigripes	-999	-83.25	Crocidura_nigripes	NA	NA	NA
Crocidura_nigrofusca	11.75	NA	Crocidura_nigrofusca	NA	Crocidura nigrofusca	11.75	-83.25	Crocidura_nigrofusca	NA	NA	NA
Crocidura_nimbae	NA	NA	Crocidura_nimbae	NA	Crocidura nimbae	-999	-83.25	Crocidura_nimbae	NA	NA	NA
Crocidura_niobe	16	NA	Crocidura_niobe	NA	Crocidura niobe	16	-83.25	Crocidura_niobe	NA	NA	NA
Crocidura_obscurior	NA	NA	Crocidura_obscurior	NA	Crocidura obscurior	-999	-83.25	Crocidura_obscurior	NA	NA	NA
Chalinolobus_nigrogriseus	8.79	NA	Chalinolobus_nigrogriseus	NA	Chalinolobus nigrogriseus	8.79	-83.25	Chalinolobus_nigrogriseus	NA	NA	NA
Chalinolobus_picatus	NA	NA	Chalinolobus_picatus	NA	Chalinolobus picatus	-999	-83.25	Chalinolobus_picatus	NA	NA	NA
Chalinolobus_tuberculatus	NA	NA	Chalinolobus_tuberculatus	NA	Chalinolobus tuberculatus	-999	-83.25	Chalinolobus_tuberculatus	NA	NA	NA
Cheirogaleus_adipicaudatus	NA	NA	Cheirogaleus_adipicaudatus	NA	Cheirogaleus adipicaudatus	-999	-83.25	Cheirogaleus_adipicaudatus	NA	NA	NA
Cheirogaleus_crossleyi	NA	NA	Cheirogaleus_crossleyi	NA	Cheirogaleus crossleyi	-999	-83.25	Cheirogaleus_crossleyi	NA	NA	NA
Cheirogaleus_major	446.02	15	Cheirogaleus_major	Cheirogaleus_major	Cheirogaleus major	446.02	15	Cheirogaleus_major	Cheirogaleus_major	395	13.4
Cheirogaleus_medius	380	29	Cheirogaleus_medius	Cheirogaleus_medius	Cheirogaleus medius	196.76	19.3	Cheirogaleus_medius	Cheirogaleus_medius	380	29
Cheirogaleus_minusculus	NA	NA	Cheirogaleus_minusculus	NA	Cheirogaleus minusculus	-999	-83.25	Cheirogaleus_minusculus	NA	NA	NA
Cheirogaleus_ravus	NA	NA	Cheirogaleus_ravus	NA	Cheirogaleus ravus	-999	-83.25	Cheirogaleus_ravus	NA	NA	NA
Cheirogaleus_sibreei	NA	NA	Cheirogaleus_sibreei	NA	Cheirogaleus sibreei	-999	-83.25	Cheirogaleus_sibreei	NA	NA	NA
Chlorotalpa_sclateri	38.3	NA	Chlorotalpa_sclateri	NA	Chlorotalpa sclateri	38.3	-83.25	Chlorotalpa_sclateri	NA	NA	NA
Chodsigoa_caovansunga	NA	NA	Chodsigoa_caovansunga	NA	Chodsigoa caovansunga	-999	-83.25	Chodsigoa_caovansunga	NA	NA	NA
Chodsigoa_hypsibia	NA	NA	Chodsigoa_hypsibia	NA	Chodsigoa hypsibia	-999	-83.25	Chodsigoa_hypsibia	NA	NA	NA
Chodsigoa_lamula	NA	NA	Chodsigoa_lamula	NA	Chodsigoa lamula	-999	-83.25	Chodsigoa_lamula	NA	NA	NA
Chodsigoa_parca	NA	NA	Chodsigoa_parca	NA	Chodsigoa parca	-999	-83.25	Chodsigoa_parca	NA	NA	NA
Chodsigoa_parva	NA	NA	Chodsigoa_parva	NA	Chodsigoa parva	-999	-83.25	Chodsigoa_parva	NA	NA	NA
Chodsigoa_salenskii	5.49	NA	Chodsigoa_salenskii	NA	Chodsigoa salenskii	5.49	-83.25	Chodsigoa_salenskii	NA	NA	NA
Chodsigoa_smithii	NA	NA	Chodsigoa_smithii	NA	Chodsigoa smithii	-999	-83.25	Chodsigoa_smithii	NA	NA	NA
Chodsigoa_sodalis	NA	NA	Chodsigoa_sodalis	NA	Chodsigoa sodalis	-999	-83.25	Chodsigoa_sodalis	NA	NA	NA
Choeroniscus_godmani	7.9	NA	Choeroniscus_godmani	NA	Choeroniscus godmani	7.9	-83.25	Choeroniscus_godmani	NA	NA	NA
Choeroniscus_minor	8.63	NA	Choeroniscus_minor	NA	Choeroniscus minor	8.63	-83.25	Choeroniscus_minor	NA	NA	NA
Choeroniscus_periosus	NA	NA	Choeroniscus_periosus	NA	Choeroniscus periosus	-999	-83.25	Choeroniscus_periosus	NA	NA	NA
Choeronycteris_mexicana	17.26	NA	Choeronycteris_mexicana	NA	Choeronycteris mexicana	17.26	-83.25	Choeronycteris_mexicana	NA	NA	NA
Choloepus_didactylus	6646.5	36.8	Choloepus_didactylus	Choloepus_didactylus	Choloepus didactylus	6646.5	27.8	Choloepus_didactylus	Choloepus_didactylus	6250	36.8
Choloepus_hoffmanni	6250	41	Choloepus_hoffmanni	Choloepus_hoffmanni	Choloepus hoffmanni	5893.5	32.1	Choloepus_hoffmanni	Choloepus_hoffmanni	6250	41
Chrotogale_owstoni	3267.71	NA	Chrotogale_owstoni	Chrotogale_owstoni	Chrotogale owstoni	3267.71	-83.25	Chrotogale_owstoni	Chrotogale_owstoni	3250	NA
Chrotomys_gonzalesi	140.2	NA	Chrotomys_gonzalesi	NA	Chrotomys gonzalesi	140.2	-83.25	Chrotomys_gonzalesi	NA	NA	NA
Chrotomys_mindorensis	151.98	NA	Chrotomys_mindorensis	NA	Chrotomys mindorensis	151.98	-83.25	Chrotomys_mindorensis	NA	NA	NA
Chrotomys_silaceus	NA	NA	Chrotomys_silaceus	NA	Chrotomys silaceus	-999	-83.25	Chrotomys_silaceus	NA	NA	NA
Chrotomys_whiteheadi	151.98	NA	Chrotomys_whiteheadi	NA	Chrotomys whiteheadi	151.98	-83.25	Chrotomys_whiteheadi	NA	NA	NA
Chrotopterus_auritus	78.26	NA	Chrotopterus_auritus	NA	Chrotopterus auritus	78.26	-83.25	Chrotopterus_auritus	NA	NA	NA
Chrysochloris_asiatica	37.16	NA	Chrysochloris_asiatica	NA	Chrysochloris asiatica	37.16	-83.25	Chrysochloris_asiatica	NA	NA	NA
Chrysochloris_stuhlmanni	55.76	NA	Chrysochloris_stuhlmanni	NA	Chrysochloris stuhlmanni	55.76	-83.25	Chrysochloris_stuhlmanni	NA	NA	NA
Chrysochloris_visagiei	NA	NA	Chrysochloris_visagiei	NA	Chrysochloris visagiei	-999	-83.25	Chrysochloris_visagiei	NA	NA	NA
Chrysocyon_brachyurus	23325	16.8	Chrysocyon_brachyurus	Chrysocyon_brachyurus	Chrysocyon brachyurus	23325	15	Chrysocyon_brachyurus	Chrysocyon_brachyurus	21500	16.8
Chrysospalax_trevelyani	434.04	4	Chrysospalax_trevelyani	NA	Chrysospalax trevelyani	434.04	4	Chrysospalax_trevelyani	NA	NA	NA
Chrysospalax_villosus	108.35	NA	Chrysospalax_villosus	NA	Chrysospalax villosus	108.35	-83.25	Chrysospalax_villosus	NA	NA	NA
Cistugo_lesueuri	NA	NA	Cistugo_lesueuri	NA	Cistugo lesueuri	-999	-83.25	Cistugo_lesueuri	NA	NA	NA
Cistugo_seabrae	NA	NA	Cistugo_seabrae	NA	Cistugo seabrae	-999	-83.25	Cistugo_seabrae	NA	NA	NA
Civettictis_civetta	13666.7	28	Civettictis_civetta	Civettictis_civetta	Civettictis civetta	12075.58	28	Civettictis_civetta	Civettictis_civetta	13666.7	28
Clidomys_osborni	NA	NA	Clidomys_osborni	NA	Clidomys osborni	-999	-83.25	Clidomys_osborni	NA	NA	NA
Cloeotis_percivali	4.16	NA	Cloeotis_percivali	NA	Cloeotis percivali	4.16	-83.25	Cloeotis_percivali	NA	NA	NA
Clyomys_bishopi	30	NA	Clyomys_bishopi	NA	Clyomys bishopi	30	-83.25	Clyomys_bishopi	NA	NA	NA
Clyomys_laticeps	201	NA	Clyomys_laticeps	NA	Clyomys laticeps	201	-83.25	Clyomys_laticeps	NA	NA	NA
Coccymys_albidens	NA	NA	Coccymys_albidens	NA	Coccymys albidens	-999	-83.25	Coccymys_albidens	NA	NA	NA
Coccymys_ruemmleri	29.7	NA	Coccymys_ruemmleri	NA	Coccymys ruemmleri	29.7	-83.25	Coccymys_ruemmleri	NA	NA	NA
Coelops_frithii	7.52	NA	Coelops_frithii	NA	Coelops frithii	7.52	-83.25	Coelops_frithii	NA	NA	NA
Coelops_robinsoni	6.5	NA	Coelops_robinsoni	NA	Coelops robinsoni	6.5	-83.25	Coelops_robinsoni	NA	NA	NA
