parent,node,branch.length,label,Brownian,Median,95%CI_Low,95%CI_High,Branch,Branch_midpoint_height,Orig_len,Rate,sqrt.rate
2025,517,10.316,Spermophilus.mexicanus,4.87482,4.87482,4.87482,4.87482,Spermophilus.mexicanus->n249,94.85,6.9,19.1646,6.9
2024,518,6.84845,Spermophilus.elegans,5.99409,5.99409,5.99409,5.99409,Spermophilus.elegans->n248,94.8,7,15.503,7
2043,519,6.3332,Spermophilus.lateralis,5.06006,5.06006,5.06006,5.06006,Spermophilus.lateralis->n267,95.7,5.2,17.2973,5.2
2043,520,25.6767,Spermophilus.variegatus,6.49682,6.49682,6.49682,6.49682,Spermophilus.variegatus->n267,95.7,5.2,34.8286,5.2
2045,521,0.482999,Cynomys.gunnisoni,6.70524,6.70524,6.70524,6.70524,Cynomys.gunnisoni->n269,96.65,3.3,5.99631,3.3
2046,522,1.45994,Cynomys.leucurus,6.77251,6.77251,6.77251,6.77251,Cynomys.leucurus->n270,97.45,1.7,14.5248,1.7
2046,523,2.46576,Cynomys.parvidens,6.24611,6.24611,6.24611,6.24611,Cynomys.parvidens->n270,97.45,1.7,18.8764,1.7
2047,524,0.029465,Cynomys.ludovicianus,6.76041,6.76041,6.76041,6.76041,Cynomys.ludovicianus->n271,97.95,0.7,3.21567,0.7
2047,525,0.00213803,Cynomys.mexicanus,6.71913,6.71913,6.71913,6.71913,Cynomys.mexicanus->n271,97.95,0.7,0.866215,0.7
2048,526,1.30811,Ammospermophilus.leucurus,4.57985,4.57985,4.57985,4.57985,Ammospermophilus.leucurus->n272,97.55,1.5,14.6367,1.5
2048,527,1.65415,Ammospermophilus.nelsoni,5.04019,5.04019,5.04019,5.04019,Ammospermophilus.nelsoni->n272,97.55,1.5,16.4592,1.5
2048,528,0.247391,Ammospermophilus.interpres,4.7023,4.7023,4.7023,4.7023,Ammospermophilus.interpres->n272,97.55,1.5,6.36523,1.5
2048,529,0.044023,Ammospermophilus.harrisii,4.83628,4.83628,4.83628,4.83628,Ammospermophilus.harrisii->n272,97.55,1.5,2.68511,1.5
2049,530,0.0180318,Tamias.striatus,4.56122,4.56122,4.56122,4.56122,Tamias.striatus->n273,89.35,17.9,0.497463,17.9
2050,531,0.0224404,Tamias.sibiricus,4.44265,4.44265,4.44265,4.44265,Tamias.sibiricus->n274,90.05,16.5,0.578018,16.5
2054,532,3.08027,Tamias.amoenus,3.8764,3.8764,3.8764,3.8764,Tamias.amoenus->n278,93.8,9,9.1694,9
2055,533,1.99307,Tamias.quadrimaculatus,4.48244,4.48244,4.48244,4.48244,Tamias.quadrimaculatus->n279,93.9,8.8,7.45913,8.8
2055,534,0.031305,Tamias.canipes,4.2485,4.2485,4.2485,4.2485,Tamias.canipes->n279,93.9,8.8,0.934831,8.8
2058,535,0.0703382,Tamias.quadrivittatus,4.06268,4.06268,4.06268,4.06268,Tamias.quadrivittatus->n282,97.1,2.4,2.68323,2.4
2058,536,0.0203638,Tamias.dorsalis,4.13996,4.13996,4.13996,4.13996,Tamias.dorsalis->n282,97.1,2.4,1.44375,2.4
2057,537,0.00596748,Tamias.cinereicollis,4.12875,4.12875,4.12875,4.12875,Tamias.cinereicollis->n281,97.05,2.5,0.765761,2.5
2056,538,0.0177213,Tamias.palmeri,4.08933,4.08933,4.08933,4.08933,Tamias.palmeri->n280,96.95,2.7,1.2698,2.7
2060,539,0.0288073,Tamias.townsendii,4.43082,4.43082,4.43082,4.43082,Tamias.townsendii->n284,96.6,3.4,1.44271,3.4
2061,540,0.527486,Tamias.senex,4.55187,4.55187,4.55187,4.55187,Tamias.senex->n285,97.05,2.5,7.19952,2.5
2061,541,0.260989,Tamias.sonomae,4.31749,4.31749,4.31749,4.31749,Tamias.sonomae->n285,97.05,2.5,5.06417,2.5
2059,542,4.09766e-4,Tamias.siskiyou,4.31749,4.31749,4.31749,4.31749,Tamias.siskiyou->n283,95.1,6.4,0.125414,6.4
2065,543,0.849023,Tamias.ruficaudus,4.04813,4.04813,4.04813,4.04813,Tamias.ruficaudus->n289,95.05,6.5,5.66462,6.5
2065,544,2.88279,Tamias.ochrogenys,4.54436,4.54436,4.54436,4.54436,Tamias.ochrogenys->n289,95.05,6.5,10.438,6.5
2064,545,0.197059,Tamias.speciosus,4.09434,4.09434,4.09434,4.09434,Tamias.speciosus->n288,93.9,8.8,2.34545,8.8
2063,546,4.22276,Tamias.minimus,3.78759,3.78759,3.78759,3.78759,Tamias.minimus->n287,93.8,9,10.7361,9
2062,547,1.23925,Tamias.panamintinus,3.99176,3.99176,3.99176,3.99176,Tamias.panamintinus->n286,93.3,10,5.51756,10
2066,548,152.934,Myosciurus.pumilio,2.80336,2.80336,2.80336,2.80336,Myosciurus.pumilio->n290,86.6,23.4,40.0693,23.4
2067,549,8.29959,Heliosciurus.rufobrachium,5.78843,5.78843,5.78843,5.78843,Heliosciurus.rufobrachium->n291,87.5,21.6,9.71559,21.6
2068,550,13.2745,Epixerus.ebii,5.96101,5.96101,5.96101,5.96101,Epixerus.ebii->n292,88.1,20.4,12.6433,20.4
2070,551,4.35381,Funisciurus.pyrropus,5.60459,5.60459,5.60459,5.60459,Funisciurus.pyrropus->n294,91.65,13.3,8.96762,13.3
2070,552,0.855358,Funisciurus.anerythrus,5.3845,5.3845,5.3845,5.3845,Funisciurus.anerythrus->n294,91.65,13.3,3.97481,13.3
2070,553,8.30126,Funisciurus.congicus,4.66344,4.66344,4.66344,4.66344,Funisciurus.congicus->n294,91.65,13.3,12.3827,13.3
2070,554,1.89105,Funisciurus.lemniscatus,4.94876,4.94876,4.94876,4.94876,Funisciurus.lemniscatus->n294,91.65,13.3,5.91009,13.3
2071,555,0.246499,Paraxerus.cepapi,5.37528,5.37528,5.37528,5.37528,Paraxerus.cepapi->n295,92.45,11.7,2.27501,11.7
2071,556,4.58716,Paraxerus.palliatus,5.68698,5.68698,5.68698,5.68698,Paraxerus.palliatus->n295,92.45,11.7,9.81402,11.7
2071,557,4.0951,Paraxerus.poensis,4.89784,4.89784,4.89784,4.89784,Paraxerus.poensis->n295,92.45,11.7,9.27272,11.7
2072,558,0.341985,Xerus.erythropus,6.2186,6.2186,6.2186,6.2186,Xerus.erythropus->n296,91.95,12.7,2.57199,12.7
2072,559,2.01489,Xerus.inauris,6.37673,6.37673,6.37673,6.37673,Xerus.inauris->n296,91.95,12.7,6.24298,12.7
2078,560,0.356426,Tamiasciurus.hudsonicus,5.27043,5.27043,5.27043,5.27043,Tamiasciurus.hudsonicus->n302,96.6,3.4,5.07473,3.4
2078,561,0.0802693,Tamiasciurus.douglasii,5.43721,5.43721,5.43721,5.43721,Tamiasciurus.douglasii->n302,96.6,3.4,2.40826,3.4
2082,562,0.0229333,Sciurus.carolinensis,6.29218,6.29218,6.29218,6.29218,Sciurus.carolinensis->n306,97.3,2,1.67836,2
2082,563,3.78051,Sciurus.niger,6.68923,6.68923,6.68923,6.68923,Sciurus.niger->n306,97.3,2,21.549,2
2081,564,1.89767,Sciurus.granatensis,5.92426,5.92426,5.92426,5.92426,Sciurus.granatensis->n305,96.85,2.9,12.6788,2.9
2086,565,1.64168,Sciurus.arizonensis,6.63398,6.63398,6.63398,6.63398,Sciurus.arizonensis->n310,96.9,2.8,12.0014,2.8
2086,566,1.48749,Sciurus.griseus,6.6223,6.6223,6.6223,6.6223,Sciurus.griseus->n310,96.9,2.8,11.424,2.8
2085,567,0.758761,Sciurus.alleni,6.1334,6.1334,6.1334,6.1334,Sciurus.alleni->n309,96.7,3.2,7.63212,3.2
2084,568,0.908743,Sciurus.aureogaster,6.38856,6.38856,6.38856,6.38856,Sciurus.aureogaster->n308,96.35,3.9,7.56582,3.9
2083,569,3.58263,Sciurus.vulgaris,5.78306,5.78306,5.78306,5.78306,Sciurus.vulgaris->n307,96.2,4.2,14.4759,4.2
2079,570,12.806,Sciurus.yucatanensis,5.4161,5.4161,5.4161,5.4161,Sciurus.yucatanensis->n303,96.05,4.5,26.4404,4.5
2088,571,9.4752,Pteromys.volans,4.86753,4.86753,4.86753,4.86753,Pteromys.volans->n312,90.4,15.8,12.1376,15.8
2089,572,0.34032,Petaurista.petaurista,7.19293,7.19293,7.19293,7.19293,Petaurista.petaurista->n313,93.5,9.6,2.95105,9.6
2090,573,3.26576,Petaurista.magnificus,7.48437,7.48437,7.48437,7.48437,Petaurista.magnificus->n314,94.15,8.3,9.83153,8.3
2090,574,0.00151952,Petaurista.elegans,7.14939,7.14939,7.14939,7.14939,Petaurista.elegans->n314,94.15,8.3,0.212071,8.3
2093,575,6.81988,Glaucomys.volans,4.18022,4.18022,4.18022,4.18022,Glaucomys.volans->n317,96.05,4.5,19.2952,4.5
2093,576,1.21842,Glaucomys.sabrinus,4.88409,4.88409,4.88409,4.88409,Glaucomys.sabrinus->n317,96.05,4.5,8.15568,4.5
2092,577,33.0079,Hylopetes.fimbriatus,6.23441,6.23441,6.23441,6.23441,Hylopetes.fimbriatus->n316,91.8,13,24.975,13
2096,578,3.74243,Petinomys.setosus,3.7436,3.7436,3.7436,3.7436,Petinomys.setosus->n320,96.85,2.9,17.8051,2.9
2096,579,168.33,Petinomys.fuscocapillus,6.56808,6.56808,6.56808,6.56808,Petinomys.fuscocapillus->n320,96.85,2.9,119.413,2.9
2095,580,0.39541,Petinomys.genibarbis,4.70048,4.70048,4.70048,4.70048,Petinomys.genibarbis->n319,93.75,9.1,3.26716,9.1
2095,581,26.2382,Petinomys.vordermanni,3.61092,3.61092,3.61092,3.61092,Petinomys.vordermanni->n319,93.75,9.1,26.6142,9.1
2094,582,7.60085,Hylopetes.alboniger,5.48064,5.48064,5.48064,5.48064,Hylopetes.alboniger->n318,92.85,10.9,13.0884,10.9
2098,583,7.48589,Ratufa.bicolor,7.67322,7.67322,7.67322,7.67322,Ratufa.bicolor->n322,94.75,7.1,16.0939,7.1
2098,584,0.993716,Ratufa.indica,6.96602,6.96602,6.96602,6.96602,Ratufa.indica->n322,94.75,7.1,5.86368,7.1
2097,585,0.157516,Ratufa.macroura,7.15462,7.15462,7.15462,7.15462,Ratufa.macroura->n321,93.85,8.9,2.08514,8.9
2099,586,23.5374,Callosciurus.prevostii,5.99146,5.99146,5.99146,5.99146,Callosciurus.prevostii->n323,88.55,19.5,17.2199,19.5
2100,587,73.3186,Callosciurus.caniceps,3.4012,3.4012,3.4012,3.4012,Callosciurus.caniceps->n324,89.1,18.4,31.2872,18.4
2100,588,1.39324,Callosciurus.notatus,5.24702,5.24702,5.24702,5.24702,Callosciurus.notatus->n324,89.1,18.4,4.31293,18.4
2074,589,3.17408,Rhinosciurus.laticaudatus,5.39816,5.39816,5.39816,5.39816,Rhinosciurus.laticaudatus->n298,83.25,30.1,5.08971,30.1
2074,590,0.120612,Funambulus.pennantii,4.99484,4.99484,4.99484,4.99484,Funambulus.pennantii->n298,83.25,30.1,0.992157,30.1
2074,591,0.224502,Dremomys.lokriah,5.1504,5.1504,5.1504,5.1504,Dremomys.lokriah->n298,83.25,30.1,1.35361,30.1
2074,592,157.768,Exilisciurus.exilis,2.68102,2.68102,2.68102,2.68102,Exilisciurus.exilis->n298,83.25,30.1,35.8834,30.1
2101,593,5.04292,Sundasciurus.lowii,4.20469,4.20469,4.20469,4.20469,Sundasciurus.lowii->n325,88.65,19.3,8.0118,19.3
2101,594,2.72329,Sundasciurus.tenuis,4.31749,4.31749,4.31749,4.31749,Sundasciurus.tenuis->n325,88.65,19.3,5.88758,19.3
2073,595,1.21539,Callosciurus.nigrovittatus,5.30827,5.30827,5.30827,5.30827,Callosciurus.nigrovittatus->n297,80.15,36.3,2.86796,36.3
2009,596,57.5036,Sciurillus.pusillus,3.66356,3.66356,3.66356,3.66356,Sciurillus.pusillus->n233,77.45,41.7,18.4055,41.7
2104,597,16.3164,Dryomys.nitedula,3.21888,3.21888,3.21888,3.21888,Dryomys.nitedula->n328,82,32.6,11.0884,32.6
2104,598,16.1263,Eliomys.quercinus,4.74493,4.74493,4.74493,4.74493,Eliomys.quercinus->n328,82,32.6,11.0237,32.6
2103,599,12.8836,Muscardinus.avellanarius,3.30798,3.30798,3.30798,3.30798,Muscardinus.avellanarius->n327,80.1,36.4,9.32471,36.4
2106,600,15.1504,Myoxus.glis,4.82831,4.82831,4.82831,4.82831,Myoxus.glis->n330,81.7,33.2,10.5879,33.2
2106,601,17.6119,Glirulus.japonicus,3.29584,3.29584,3.29584,3.29584,Glirulus.japonicus->n330,81.7,33.2,11.4157,33.2
2107,602,10.0089,Graphiurus.murinus,3.17805,3.17805,3.17805,3.17805,Graphiurus.murinus->n331,92.5,11.6,14.559,11.6
2107,603,5.73727,Graphiurus.ocularis,4.2312,4.2312,4.2312,4.2312,Graphiurus.ocularis->n331,92.5,11.6,11.0228,11.6
2113,604,25.0869,Brachylagus.idahoensis,6.04342,6.04342,6.04342,6.04342,Brachylagus.idahoensis->n337,86.95,22.7,16.477,22.7
2118,605,8.00451,Sylvilagus.aquaticus,7.65949,7.65949,7.65949,7.65949,Sylvilagus.aquaticus->n342,95.8,5,19.8313,5
2118,606,1.98667,Sylvilagus.brasiliensis,6.85646,6.85646,6.85646,6.85646,Sylvilagus.brasiliensis->n342,95.8,5,9.87974,5
2118,607,0.00109882,Sylvilagus.palustris,7.11721,7.11721,7.11721,7.11721,Sylvilagus.palustris->n342,95.8,5,0.232351,5
2117,608,0.386991,Sylvilagus.floridanus,7.14598,7.14598,7.14598,7.14598,Sylvilagus.floridanus->n341,94.3,8,3.44726,8
2116,609,1.27619,Sylvilagus.transitionalis,6.80528,6.80528,6.80528,6.80528,Sylvilagus.transitionalis->n340,94.2,8.2,6.18327,8.2
2119,610,0.00839179,Sylvilagus.audubonii,6.81276,6.81276,6.81276,6.81276,Sylvilagus.audubonii->n343,93.4,9.8,0.458651,9.8
2119,611,1.07958,Sylvilagus.nuttallii,6.6332700000000004,6.6332700000000004,6.6332700000000004,6.6332700000000004,Sylvilagus.nuttallii->n343,93.4,9.8,5.20214,9.8
2114,612,3.15567,Sylvilagus.bachmani,6.56198,6.56198,6.56198,6.56198,Sylvilagus.bachmani->n338,89.55,17.5,6.65572,17.5
2121,613,0.0744565,Caprolagus.hispidus,7.82405,7.82405,7.82405,7.82405,Caprolagus.hispidus->n345,95.95,4.7,1.97274,4.7
2121,614,0.0744565,Poelagus.marjorita,7.82405,7.82405,7.82405,7.82405,Poelagus.marjorita->n345,95.95,4.7,1.97274,4.7
2129,615,6.77791,Lepus.alleni,8.23209,8.23209,8.23209,8.23209,Lepus.alleni->n353,97.6,1.4,34.4867,1.4
2129,616,1.50318,Lepus.callotis,7.50659,7.50659,7.50659,7.50659,Lepus.callotis->n353,97.6,1.4,16.2409,1.4
2128,617,0.00154846,Lepus.californicus,7.74803,7.74803,7.74803,7.74803,Lepus.californicus->n352,97.5,1.6,0.487594,1.6
2127,618,4.91525,Lepus.americanus,7.30603,7.30603,7.30603,7.30603,Lepus.americanus->n351,95.3,6,14.1862,6
2132,619,0.0977767,Lepus.arcticus,8.23377,8.23377,8.23377,8.23377,Lepus.arcticus->n356,97.45,1.7,3.7589,1.7
2133,620,1.51699,Lepus.othus,8.41324,8.41324,8.41324,8.41324,Lepus.othus->n357,97.55,1.5,15.7621,1.5
2133,621,0.744256,Lepus.timidus,8.01646,8.01646,8.01646,8.01646,Lepus.timidus->n357,97.55,1.5,11.0404,1.5
2131,622,0.169466,Lepus.townsendii,8.01813,8.01813,8.01813,8.01813,Lepus.townsendii->n355,96.9,2.8,3.85594,2.8
2130,623,3.7508,Lepus.europaeus,8.20885,8.20885,8.20885,8.20885,Lepus.europaeus->n354,94.45,7.7,10.9392,7.7
2134,624,0.0552597,Lepus.capensis,7.76557,7.76557,7.76557,7.76557,Lepus.capensis->n358,97.25,2.1,2.54251,2.1
2134,625,0.123563,Lepus.tolai,7.65444,7.65444,7.65444,7.65444,Lepus.tolai->n358,97.25,2.1,3.80192,2.1
2124,626,0.907485,Lepus.saxatilis,7.89581,7.89581,7.89581,7.89581,Lepus.saxatilis->n348,92.3,12,4.3102,12
2123,627,0.0694173,Lepus.nigricollis,7.64945,7.64945,7.64945,7.64945,Lepus.nigricollis->n347,92.1,12.4,1.17271,12.4
2122,628,0.96074,Oryctolagus.cuniculus,7.35132,7.35132,7.35132,7.35132,Oryctolagus.cuniculus->n346,86.3,24,3.13592,24
2111,629,0.0596749,Bunolagus.monticularis,7.1309,7.1309,7.1309,7.1309,Bunolagus.monticularis->n335,85.5,25.6,0.756735,25.6
2110,630,19.7538,Romerolagus.diazi,6.20355,6.20355,6.20355,6.20355,Romerolagus.diazi->n334,84.75,27.1,13.3816,27.1
2136,631,0.031849,Pronolagus.crassicaudatus,7.57302,7.57302,7.57302,7.57302,Pronolagus.crassicaudatus->n360,93.75,9.1,0.927246,9.1
2136,632,0.28326,Pronolagus.rupestris,7.43838,7.43838,7.43838,7.43838,Pronolagus.rupestris->n360,93.75,9.1,2.76528,9.1
2135,633,2.04188,Pronolagus.randensis,7.81197,7.81197,7.81197,7.81197,Pronolagus.randensis->n359,93.6,9.4,7.30498,9.4
2140,634,0.228723,Ochotona.collaris,4.85981,4.85981,4.85981,4.85981,Ochotona.collaris->n364,95.3,6,3.06018,6
2140,635,0.0015031,Ochotona.princeps,4.94307,4.94307,4.94307,4.94307,Ochotona.princeps->n364,95.3,6,0.248077,6
2139,636,5.13903,Ochotona.rufescens,5.52146,5.52146,5.52146,5.52146,Ochotona.rufescens->n363,91.65,13.3,9.74278,13.3
2141,637,0.769141,Ochotona.macrotis,5.11799,5.11799,5.11799,5.11799,Ochotona.macrotis->n365,96.6,3.4,7.45472,3.4
2141,638,1.1928,Ochotona.roylei,4.74493,4.74493,4.74493,4.74493,Ochotona.roylei->n365,96.6,3.4,9.28352,3.4
2137,639,1.75817,Ochotona.dauurica,4.85203,4.85203,4.85203,4.85203,Ochotona.dauurica->n361,87.95,20.7,4.56787,20.7
2150,640,2.27482,Allenopithecus.nigroviridis,8.10218,8.10218,8.10218,8.10218,Allenopithecus.nigroviridis->n374,91.4,13.8,6.36359,13.8
2155,641,0.251954,Cercopithecus.ascanius,8.12935,8.12935,8.12935,8.12935,Cercopithecus.ascanius->n379,94.25,8.1,2.7643,8.1
2155,642,1.93721,Cercopithecus.cephus,7.96076,7.96076,7.96076,7.96076,Cercopithecus.cephus->n379,94.25,8.1,7.66502,8.1
2156,643,3.17596,Cercopithecus.mitis,8.64571,8.64571,8.64571,8.64571,Cercopithecus.mitis->n380,93.4,9.8,8.92262,9.8
2156,644,0.0462999,Cercopithecus.nictitans,8.34885,8.34885,8.34885,8.34885,Cercopithecus.nictitans->n380,93.4,9.8,1.07732,9.8
2158,645,0.242636,Cercopithecus.campbelli,8.05516,8.05516,8.05516,8.05516,Cercopithecus.campbelli->n382,96.95,2.7,4.69855,2.7
2158,646,0.295641,Cercopithecus.mona,8.25149,8.25149,8.25149,8.25149,Cercopithecus.mona->n382,96.95,2.7,5.18643,2.7
2159,647,0.00308345,Cercopithecus.pogonias,7.99755,7.99755,7.99755,7.99755,Cercopithecus.pogonias->n383,97.35,1.9,0.631407,1.9
2159,648,0.0589551,Cercopithecus.wolfi,7.96207,7.96207,7.96207,7.96207,Cercopithecus.wolfi->n383,97.35,1.9,2.76091,1.9
2153,649,0.0533409,Cercopithecus.diana,8.34676,8.34676,8.34676,8.34676,Cercopithecus.diana->n377,93.15,10.3,1.12792,10.3
2153,650,0.59345,Cercopithecus.neglectus,8.44895,8.44895,8.44895,8.44895,Cercopithecus.neglectus->n377,93.15,10.3,3.76219,10.3
2162,651,0.213656,Cercopithecus.lhoesti,8.45532,8.45532,8.45532,8.45532,Cercopithecus.lhoesti->n386,97.95,0.7,8.65918,0.7
2162,652,0.245661,Cercopithecus.solatus,8.27385,8.27385,8.27385,8.27385,Cercopithecus.solatus->n386,97.95,0.7,9.28511,0.7
2161,653,0.891316,Chlorocebus.aethiops,8.22487,8.22487,8.22487,8.22487,Chlorocebus.aethiops->n385,95.65,5.3,6.42756,5.3
2160,654,1.98526,Erythrocebus.patas,8.67989,8.67989,8.67989,8.67989,Erythrocebus.patas->n384,95.55,5.5,9.41661,5.5
2151,655,53.3387,Miopithecus.talapoin,6.99698,6.99698,6.99698,6.99698,Miopithecus.talapoin->n375,91.45,13.7,30.9264,13.7
2165,656,1.935,Cercocebus.galeritus,8.59891,8.59891,8.59891,8.59891,Cercocebus.galeritus->n389,94.8,7,8.24062,7
2165,657,3.52115e-4,Cercocebus.torquatus,8.85889,8.85889,8.85889,8.85889,Cercocebus.torquatus->n389,94.8,7,0.111163,7
2166,658,0.316369,Mandrillus.leucophaeus,9.11466,9.11466,9.11466,9.11466,Mandrillus.leucophaeus->n390,97.8,1,8.81586,1
2166,659,0.753666,Mandrillus.sphinx,9.38569,9.38569,9.38569,9.38569,Mandrillus.sphinx->n390,97.8,1,13.6068,1
2167,660,0.975802,Lophocebus.albigena,8.81371,8.81371,8.81371,8.81371,Lophocebus.albigena->n391,93.3,10,4.89608,10
2168,661,4.02829,Papio.hamadryas,9.54885,9.54885,9.54885,9.54885,Papio.hamadryas->n392,94.25,8.1,11.0531,8.1
2168,662,1.65931,Theropithecus.gelada,9.41265,9.41265,9.41265,9.41265,Theropithecus.gelada->n392,94.25,8.1,7.09397,8.1
2171,663,1.507,Macaca.arctoides,8.89668,8.89668,8.89668,8.89668,Macaca.arctoides->n395,94.7,7.2,7.17064,7.2
2172,664,8.57649,Macaca.thibetana,9.214,9.214,9.214,9.214,Macaca.thibetana->n396,94.75,7.1,17.2264,7.1
2173,665,4.93375,Macaca.radiata,8.2255,8.2255,8.2255,8.2255,Macaca.radiata->n397,94.8,7,13.1585,7
2173,666,6.61387,Macaca.sinica,8.15909,8.15909,8.15909,8.15909,Macaca.sinica->n397,94.8,7,15.2351,7
2176,667,0.0043325,Macaca.cyclopis,8.75095,8.75095,8.75095,8.75095,Macaca.cyclopis->n400,96.05,4.5,0.48633,4.5
2176,668,0.560614,Macaca.mulatta,8.59663,8.59663,8.59663,8.59663,Macaca.mulatta->n400,96.05,4.5,5.53215,4.5
2175,669,3.30374,Macaca.fuscata,9.08902,9.08902,9.08902,9.08902,Macaca.fuscata->n399,95.95,4.7,13.1408,4.7
2174,670,7.19247,Macaca.fascicularis,8.14795,8.14795,8.14795,8.14795,Macaca.fascicularis->n398,94.8,7,15.8876,7
2178,671,0.0922936,Macaca.maura,8.62605,8.62605,8.62605,8.62605,Macaca.maura->n402,95.65,5.3,2.06831,5.3
2178,672,0.0712933,Macaca.nigra,8.73419,8.73419,8.73419,8.73419,Macaca.nigra->n402,95.65,5.3,1.81783,5.3
2179,673,0.320838,Macaca.nemestrina,8.72146,8.72146,8.72146,8.72146,Macaca.nemestrina->n403,97.5,1.6,7.01861,1.6
2179,674,0.416529,Macaca.silenus,8.49188,8.49188,8.49188,8.49188,Macaca.silenus->n403,97.5,1.6,7.99706,1.6
2169,675,6.80583,Macaca.sylvanus,9.18529,9.18529,9.18529,9.18529,Macaca.sylvanus->n393,94.05,8.5,14.0249,8.5
2183,676,0.0335285,Colobus.angolensis,9.10498,9.10498,9.10498,9.10498,Colobus.angolensis->n407,96.3,4,1.43498,4
2184,677,0.145499,Colobus.guereza,9.18247,9.18247,9.18247,9.18247,Colobus.guereza->n408,97.85,0.9,6.30199,0.9
2184,678,0.105191,Colobus.polykomos,9.04876,9.04876,9.04876,9.04876,Colobus.polykomos->n408,97.85,0.9,5.35841,0.9
2182,679,0.639021,Colobus.satanas,9.15905,9.15905,9.15905,9.15905,Colobus.satanas->n406,95,6.6,4.87701,6.6
2185,680,2.28694e-4,Procolobus.badius,8.7264,8.7264,8.7264,8.7264,Procolobus.badius->n409,94.2,8.2,0.0827729,8.2
2185,681,7.97005,Procolobus.verus,8.18869,8.18869,8.18869,8.18869,Procolobus.verus->n409,94.2,8.2,15.4522,8.2
2186,682,0.743482,Nasalis.larvatus,9.1551,9.1551,9.1551,9.1551,Nasalis.larvatus->n410,93.9,8.8,4.55577,8.8
2189,683,0.826702,Presbytis.comata,8.7323,8.7323,8.7323,8.7323,Presbytis.comata->n413,95.3,6,5.81791,6
2189,684,0.335502,Presbytis.melalophos,8.79482,8.79482,8.79482,8.79482,Presbytis.melalophos->n413,95.3,6,3.7063,6
2189,685,0.550033,Presbytis.potenziani,8.76405,8.76405,8.76405,8.76405,Presbytis.potenziani->n413,95.3,6,4.74555,6
2189,686,0.680257,Presbytis.rubicunda,8.7483,8.7483,8.7483,8.7483,Presbytis.rubicunda->n413,95.3,6,5.27751,6
2188,687,3.78729,Semnopithecus.entellus,9.32842,9.32842,9.32842,9.32842,Semnopithecus.entellus->n412,95,6.6,11.873,6.6
2190,688,0.388997,Trachypithecus.cristatus,8.79057,8.79057,8.79057,8.79057,Trachypithecus.cristatus->n414,96.65,3.3,5.38126,3.3
2190,689,0.00261069,Trachypithecus.francoisi,8.89905,8.89905,8.89905,8.89905,Trachypithecus.francoisi->n414,96.65,3.3,0.440848,3.3
2190,690,0.230164,Trachypithecus.geei,8.99962,8.99962,8.99962,8.99962,Trachypithecus.geei->n414,96.65,3.3,4.13933,3.3
2190,691,0.550934,Trachypithecus.obscurus,8.76811,8.76811,8.76811,8.76811,Trachypithecus.obscurus->n414,96.65,3.3,6.40414,3.3
2190,692,0.451221,Trachypithecus.phayrei,9.03599,9.03599,9.03599,9.03599,Trachypithecus.phayrei->n414,96.65,3.3,5.7957,3.3
2188,693,5.22205,Trachypithecus.johnii,9.39266,9.39266,9.39266,9.39266,Trachypithecus.johnii->n412,95,6.6,13.9417,6.6
2188,694,0.248547,Trachypithecus.vetulus,8.86528,8.86528,8.86528,8.86528,Trachypithecus.vetulus->n412,95,6.6,3.04159,6.6
2191,695,1.20761,Pygathrix.bieti,9.20633,9.20633,9.20633,9.20633,Pygathrix.bieti->n415,94.05,8.5,5.90774,8.5
2191,696,0.0204165,Pygathrix.nemaeus,9.02521,9.02521,9.02521,9.02521,Pygathrix.nemaeus->n415,94.05,8.5,0.768156,8.5
2194,697,26.0019,Gorilla.gorilla,11.5267,11.5267,11.5267,11.5267,Gorilla.gorilla->n418,92.55,11.5,23.5679,11.5
2195,698,0.225177,Pan.paniscus,10.3961,10.3961,10.3961,10.3961,Pan.paniscus->n419,96.05,4.5,3.5061,4.5
2195,699,0.0674428,Pan.troglodytes,10.5352,10.5352,10.5352,10.5352,Pan.troglodytes->n419,96.05,4.5,1.9188,4.5
2193,700,5.08711,Pongo.pygmaeus,10.5218,10.5218,10.5218,10.5218,Pongo.pygmaeus->n417,89.3,18,8.33235,18
2200,701,0.036229,Hylobates.agilis,8.64236,8.64236,8.64236,8.64236,Hylobates.agilis->n424,96.3,4,1.49165,4
2200,702,0.636703,Hylobates.lar,8.52725,8.52725,8.52725,8.52725,Hylobates.lar->n424,96.3,4,6.25326,4
2200,703,0.0236421,Hylobates.moloch,8.70755,8.70755,8.70755,8.70755,Hylobates.moloch->n424,96.3,4,1.20498,4
2199,704,0.00144836,Hylobates.klossii,8.68271,8.68271,8.68271,8.68271,Hylobates.klossii->n423,96.15,4.3,0.287655,4.3
2198,705,0.110039,Hylobates.hoolock,8.77956,8.77956,8.77956,8.77956,Hylobates.hoolock->n422,94.45,7.7,1.87368,7.7
2197,706,2.70963,Hylobates.syndactylus,9.16479,9.16479,9.16479,9.16479,Hylobates.syndactylus->n421,94.35,7.9,9.1793,7.9
2196,707,0.262853,Hylobates.concolor,8.76244,8.76244,8.76244,8.76244,Hylobates.concolor->n420,94.2,8.2,2.80619,8.2
2204,708,0.591702,Alouatta.caraya,8.58541,8.58541,8.58541,8.58541,Alouatta.caraya->n428,95.3,6,4.92203,6
2204,709,0.226231,Alouatta.palliata,8.64103,8.64103,8.64103,8.64103,Alouatta.palliata->n428,95.3,6,3.04346,6
