parent,node,branch.length,label,Brownian,Median,95%CI_Low,95%CI_High,Branch,Branch_midpoint_height,Orig_len,Rate,sqrt.rate
2011,2012,0.253785,n236,5.06314,5.0712,4.31148,5.83446,n236->n235,63.9,6.4,3.12112,6.4
2012,2013,0.398036,n237,5.03532,4.95167,4.19313,5.74913,n237->n236,69.6,5,4.42226,5
2013,2014,3.1538,n238,5.72014,5.28812,4.56406,6.0112,n238->n237,79.25,14.3,7.36066,14.3
2014,2015,2.16675,n239,6.23027,5.56699,5.08205,6.30506,n239->n238,88.3,3.8,11.8353,3.8
2015,2016,191.679,n240,7.94489,8.1899,7.85158,8.54878,n240->n239,92.4,4.4,103.45,4.4
2016,2017,9.09993e-4,n241,8.03702,8.18419,7.88222,8.51131,n241->n240,94.8,0.4,0.747579,0.4
2017,2018,4.11299e-5,n242,8.11723,8.1854,7.88386,8.5169,n242->n241,95.2,0.4,0.158934,0.4
2018,2019,0.00828575,n243,8.15294,8.20265,7.89679,8.55771,n243->n242,95.45,0.1,4.51163,0.1
2018,2020,0.38522,n244,8.00757,8.06782,7.74225,8.39852,n244->n242,95.75,0.7,11.6272,0.7
2016,2021,0.157244,n245,8.2477,8.26503,7.87615,8.67059,n245->n240,95.55,1.9,4.50898,1.9
2021,2022,3.83055,n246,8.58492,8.63582,8.44569,8.78949,n246->n245,97.05,1.1,29.2484,1.1
2015,2023,0.0550861,n247,5.9973,5.52252,5.11636,6.07175,n247->n239,90.55,0.7,4.39683,0.7
2023,2024,0.0163438,n248,5.88242,5.49831,5.12972,5.94996,n248->n247,91.1,0.4,3.16822,0.4
2024,2025,0.00626467,n249,5.8521,5.48331,5.12096,5.89804,n249->n248,91.35,0.1,3.92299,0.1
2025,2026,0.00180102,n250,5.81979,5.47527,5.12369,5.87516,n250->n249,91.5,0.2,1.48734,0.2
2026,2027,0.212268,n251,5.63606,5.38799,5.08974,5.71047,n251->n250,92.3,1.4,6.10304,1.4
2027,2028,0.0229493,n252,5.58402,5.35928,5.10568,5.63727,n252->n251,93.45,0.9,2.50283,0.9
2028,2029,0.00303092,n253,5.61058,5.36972,5.14737,5.62759,n253->n252,94.15,0.5,1.22031,0.5
2029,2030,0.0786623,n254,5.68755,5.42285,5.1592,5.78502,n254->n253,94.6,0.4,6.95058,0.4
2030,2031,6.78725,n255,6.00944,5.91641,5.54095,6.42953,n255->n254,95.3,1,40.8333,1
2031,2032,1.4558,n256,6.27204,6.145,5.77163,6.61253,n256->n255,96.35,1.1,18.0311,1.1
2031,2033,0.0488673,n257,5.96096,5.87453,5.56199,6.25695,n257->n255,95.95,0.3,6.32582,0.3
2030,2034,0.0025597,n258,5.67177,5.43243,5.11326,5.86675,n258->n254,95.15,0.7,0.947793,0.7
2029,2035,0.00751193,n259,5.58273,5.3533,5.14406,5.59586,n259->n253,94.5,0.2,3.03759,0.2
2035,2036,3.28745e-4,n260,5.59039,5.34986,5.14093,5.59834,n260->n259,94.7,0.2,0.635451,0.2
2036,2037,0.00498045,n261,5.57683,5.33649,5.08744,5.61726,n261->n260,94.95,0.3,2.01949,0.3
2037,2038,0.03768,n262,5.48494,5.29971,5.01566,5.59144,n262->n261,95.25,0.3,5.55473,0.3
2036,2039,0.00553916,n263,5.62225,5.36396,5.1336,5.64611,n263->n260,94.9,0.2,2.6084,0.2
2036,2040,0.00249865,n264,5.56765,5.34039,5.1102,5.60685,n264->n260,94.95,0.3,1.43041,0.3
2040,2041,0.0117145,n265,5.58701,5.31989,5.02679,5.67646,n265->n264,95.3,0.4,2.68226,0.4
2035,2042,0.0872958,n266,5.44068,5.29732,5.04615,5.55872,n266->n259,95,0.8,5.1775,0.8
2023,2043,0.00570139,n267,5.89699,5.53683,5.00794,6.24096,n267->n247,92,2.2,0.797898,2.2
2015,2044,27.2239,n268,6.53976,6.55548,6.138,6.91504,n268->n239,92.2,4,40.8896,4
2044,2045,0.00912268,n269,6.55899,6.57357,6.22275,6.8963,n269->n268,94.6,0.8,1.67373,0.8
2045,2046,0.0250336,n270,6.52655,6.5436,6.22062,6.85923,n270->n269,95.8,1.6,1.96051,1.6
2044,2047,0.828191,n271,6.7211,6.72789,6.57877,6.86892,n271->n268,95.9,3.4,7.73559,3.4
2014,2048,6.73304,n272,4.82204,4.79653,4.6145,4.98421,n272->n238,91.6,10.4,12.6112,10.4
2013,2049,4.81918,n273,4.59168,4.53578,3.90785,5.22093,n273->n237,76.25,8.3,11.9431,8.3
2049,2050,0.116811,n274,4.51922,4.47103,3.8777,5.1187,n274->n273,81.1,1.4,4.52737,1.4
2050,2051,1.8666,n275,4.22244,4.21219,3.88573,4.54296,n275->n274,84.95,6.3,8.53146,6.3
2051,2052,8.5666e-4,n276,4.22617,4.21774,3.89847,4.5398,n276->n275,88.35,0.5,0.648765,0.5
2052,2053,0.00192864,n277,4.21427,4.20942,3.88577,4.53389,n277->n276,88.9,0.6,0.888625,0.6
2053,2054,7.53376e-6,n278,4.21382,4.2089,3.88244,4.53643,n278->n277,89.25,0.1,0.136042,0.1
2054,2055,0.00102994,n279,4.22041,4.21498,3.87674,4.55524,n279->n278,89.4,0.2,1.12476,0.2
2053,2056,0.250763,n280,4.11631,4.11455,3.89104,4.33836,n280->n277,92.4,6.4,3.10248,6.4
2056,2057,5.2721e-6,n281,4.11525,4.11411,3.90265,4.32368,n281->n280,95.7,0.2,0.080472,0.2
2057,2058,3.94547e-5,n282,4.11418,4.11293,3.90036,4.3225,n282->n281,95.85,0.1,0.311328,0.1
2052,2059,0.256318,n283,4.31622,4.31365,3.93119,4.69147,n283->n276,90.25,3.3,4.36818,3.3
2059,2060,0.201347,n284,4.3975,4.39866,4.1035,4.69059,n284->n283,93.4,3,4.0605,3
2060,2061,0.00678908,n285,4.41306,4.41427,4.14485,4.68047,n285->n284,95.35,0.9,1.3613,0.9
2051,2062,0.00253307,n286,4.21152,4.20266,3.87268,4.53629,n286->n275,88.2,0.2,1.76391,0.2
2062,2063,0.0184883,n287,4.17893,4.1769,3.82361,4.52401,n287->n286,88.8,1,2.13116,1
2063,2064,6.60765e-5,n288,4.1811,4.17844,3.82193,4.53221,n288->n287,89.4,0.2,0.284889,0.2
2064,2065,0.054567,n289,4.22882,4.22269,3.80611,4.63793,n289->n288,90.65,2.3,2.41418,2.3
2012,2066,0.156868,n290,4.95988,5.14623,4.31168,5.89905,n290->n236,71,7.8,2.22273,7.8
2066,2067,0.258943,n291,5.10193,5.24264,4.54147,5.92502,n291->n290,75.8,1.8,5.94475,1.8
2067,2068,0.0220311,n292,5.1585,5.27076,4.60582,5.91742,n292->n291,77.3,1.2,2.12371,1.2
2068,2069,0.022575,n293,5.19594,5.2423,4.72508,5.75551,n293->n292,80.3,4.8,1.07488,4.8
2069,2070,0.0303596,n294,5.17729,5.20928,4.7229,5.69926,n294->n293,83.85,2.3,1.80075,2.3
2069,2071,0.0422146,n295,5.25799,5.28122,4.75972,5.79622,n295->n293,84.65,3.9,1.63067,3.9
2011,2072,24.6798,n296,6.07126,6.10781,5.29148,6.86357,n296->n235,73.15,24.9,15.6041,24.9
2010,2073,7.57729e-4,n297,5.09909,5.09941,4.34511,5.85555,n297->n234,59.4,5.2,0.189201,5.2
2073,2074,0.0418899,n298,5.04113,5.06063,4.43759,5.68179,n298->n297,65.1,6.2,1.28833,6.2
2074,2075,3.85549,n299,5.60879,5.43263,4.66537,6.29539,n299->n298,71,5.6,13.0051,5.6
2075,2076,9.48609e-4,n300,5.62883,5.43846,4.68965,6.26795,n300->n299,74.5,1.4,0.407988,1.4
2076,2077,1.06069,n301,5.70845,5.63358,4.89691,6.34845,n301->n300,79.65,8.9,5.41086,8.9
2077,2078,1.74197,n302,5.40205,5.38354,5.02036,5.76489,n302->n301,89.5,10.8,6.29473,10.8
2077,2079,5.90782,n303,6.07041,6.09406,5.58313,6.42847,n303->n301,88.95,9.7,12.2319,9.7
2079,2080,0.0430538,n304,6.10696,6.13337,5.7815,6.43701,n304->n303,93.9,0.2,7.27208,0.2
2080,2081,0.0749614,n305,6.19461,6.18524,5.85664,6.49735,n305->n304,94.7,1.4,3.62679,1.4
2081,2082,0.512527,n306,6.33487,6.32087,6.00451,6.61565,n306->n305,95.85,0.9,11.8278,0.9
2080,2083,0.00191014,n307,6.11897,6.14165,5.79618,6.44372,n307->n304,94.05,0.1,2.16621,0.1
2083,2084,0.122508,n308,6.17899,6.20796,5.89314,6.51243,n308->n307,94.25,0.3,10.0159,0.3
2084,2085,0.228017,n309,6.28144,6.29842,5.98271,6.59244,n309->n308,94.75,0.7,8.94545,0.7
2085,2086,0.240017,n310,6.35848,6.39124,6.08133,6.70433,n310->n309,95.3,0.4,12.1411,0.4
2076,2087,0.162223,n311,5.65192,5.36216,4.59472,6.26844,n311->n300,77.35,4.3,3.04431,4.3
2087,2088,0.218391,n312,5.88749,5.45069,4.55354,6.64005,n312->n311,81,3,4.22888,3
2088,2089,74.1812,n313,6.77459,7.08241,6.32958,7.69571,n313->n312,85.6,6.2,54.215,6.2
2089,2090,0.0989521,n314,6.90394,7.14201,6.50697,7.70056,n314->n313,89.35,1.3,4.32423,1.3
2087,2091,1.42722,n315,5.27883,5.13583,4.40031,5.92639,n315->n311,82.05,5.1,8.2914,5.1
2091,2092,0.00286189,n316,5.28136,5.14597,4.40247,5.94634,n316->n315,84.95,0.7,1.00218,0.7
2092,2093,6.1807,n317,4.68896,4.67497,4.15985,5.24913,n317->n316,89.55,8.5,13.3653,8.5
2091,2094,0.877813,n318,5.06386,4.95833,4.18937,5.81749,n318->n315,86,2.8,8.77587,2.8
2094,2095,3.95951,n319,4.85684,4.58135,3.79516,5.61857,n319->n318,88.3,1.8,23.2462,1.8
2095,2096,6.1874,n320,5.09917,4.1101,3.53367,6.51059,n320->n319,92.3,6.2,15.6576,6.2
2075,2097,75.5592,n321,6.9668,7.07943,6.42253,7.67843,n321->n299,81.6,15.6,34.4944,15.6
2097,2098,0.158587,n322,7.0855,7.15488,6.56335,7.70562,n322->n321,90.3,1.8,4.65227,1.8
2074,2099,0.00381071,n323,4.95511,5.07233,4.18581,5.92082,n323->n298,73.5,10.6,0.297179,10.6
2099,2100,0.0667046,n324,4.88772,5.0234,4.11,5.89576,n324->n323,79.35,1.1,3.85966,1.1
2074,2101,5.16371,n325,4.62918,4.63013,3.78149,5.47738,n325->n298,73.6,10.8,10.8377,10.8
2007,2102,28.1568,n326,4.28456,4.16777,3.10489,5.25096,n326->n231,38.2,27.8,15.7738,27.8
2102,2103,0.900559,n327,4.0509,3.98799,2.93076,5.0546,n327->n326,57,9.8,4.75128,9.8
2103,2104,4.12978e-4,n328,4.03786,3.98414,2.91802,5.0718,n328->n327,63.8,3.8,0.163395,3.8
2102,2105,0.117082,n329,4.18356,4.10295,3.04677,5.16777,n329->n326,54.8,5.4,2.3079,5.4
2105,2106,0.00404557,n330,4.14541,4.0909,2.98007,5.21676,n330->n329,61.3,7.6,0.361619,7.6
2105,2107,2.95257,n331,3.78399,3.7774200000000002,2.93445,4.65655,n331->n329,72.1,29.2,4.98399,29.2
1779,2108,2.30309,n332,6.23842,5.90222,4.44746,7.31651,n332->n3,21.7,24.6,4.79574,24.6
2108,2109,36.3376,n333,7.0387,7.04425,6.2697,7.78908,n333->n332,51.6,35.2,15.9248,35.2
2109,2110,4.89144e-5,n334,7.03427,7.04557,6.35212,7.70505,n334->n333,70.2,2,0.0775125,2
2110,2111,0.0424862,n335,7.07694,7.08462,6.46295,7.69137,n335->n334,71.95,1.5,2.63783,1.5
2111,2112,0.00992086,n336,7.09801,7.10349,6.50511,7.69267,n336->n335,73.1,0.8,1.74541,0.8
2112,2113,0.344335,n337,6.97738,6.99232,6.32962,7.61318,n337->n336,74.55,2.1,6.34671,2.1
2113,2114,0.245112,n338,6.89264,6.89853,6.27948,7.51258,n338->n337,78.2,5.2,3.4029,5.2
2114,2115,0.00120997,n339,6.90382,6.90512,6.37024,7.43841,n339->n338,82.95,4.3,0.262919,4.3
2115,2116,0.363265,n340,7.02573,7.0193,6.59852,7.44128,n340->n339,87.6,5,4.22469,5
2116,2117,0.00216988,n341,7.03598,7.02813,6.61219,7.44456,n341->n340,90.2,0.2,1.63256,0.2
2117,2118,0.253386,n342,7.14853,7.12349,6.74493,7.49944,n342->n341,91.8,3,4.55511,3
2115,2119,0.156721,n343,6.82975,6.83012,6.29002,7.37077,n343->n339,86.8,3.4,3.36506,3.4
2112,2120,0.0743269,n344,7.14827,7.15514,6.55403,7.76645,n344->n336,73.8,0.6,5.51652,0.6
2120,2121,10.614,n345,7.75137,7.77236,7.32091,8.20183,n345->n344,83.85,19.5,11.5635,19.5
2120,2122,0.00306297,n346,7.15884,7.16563,6.56227,7.78396,n346->n344,74.2,0.2,1.93965,0.2
2122,2123,7.93715,n347,7.67884,7.69937,7.1774,8.19943,n347->n346,80.1,11.6,12.965,11.6
2123,2124,0.00710584,n348,7.69771,7.71533,7.20965,8.20697,n348->n347,86.1,0.4,2.08903,0.4
2124,2125,0.198538,n349,7.79899,7.79975,7.39724,8.19586,n349->n348,87.95,3.3,3.84444,3.3
2125,2126,0.0279095,n350,7.83708,7.8314,7.45675,8.20803,n350->n349,90.05,0.9,2.76009,0.9
2126,2127,0.309225,n351,7.73872,7.72605,7.31892,8.14406,n351->n350,91.4,1.8,6.49634,1.8
2127,2128,0.00587811,n352,7.8156,7.74057,7.47392,8.07898,n352->n351,94.5,4.4,0.572876,4.4
2128,2129,8.147e-5,n353,7.82755,7.73887,7.46698,8.10437,n353->n352,96.8,0.2,0.316338,0.2
2126,2130,0.00309518,n354,7.84677,7.84194,7.46467,8.22415,n354->n350,90.55,0.1,2.75747,0.1
2130,2131,1.80006,n355,8.09148,8.09612,7.80337,8.37219,n355->n354,93.05,4.9,9.49979,4.9
2131,2132,0.171296,n356,8.1752300000000009,8.17453,7.95669,8.38468,n356->n355,96.05,1.1,6.18509,1.1
2132,2133,8.03441e-4,n357,8.18357,8.1799,7.96119,8.39098,n357->n356,96.7,0.2,0.993413,0.2
2125,2134,0.172632,n358,7.72222,7.72104,7.45162,7.99086,n358->n349,92.9,6.6,2.53487,6.6
2109,2135,6.88233,n359,7.53013,7.54125,6.99833,8.07327,n359->n333,79.05,19.7,9.26409,19.7
2135,2136,1.16518e-4,n360,7.52862,7.53921,7.00867,8.06618,n360->n359,89.05,0.3,0.30889,0.3
2108,2137,17.7862,n361,5.18288,5.10323,4.266,5.9763,n361->n332,55.8,43.6,10.0107,43.6
2137,2138,0.00491732,n362,5.12364,5.08995,4.50174,5.69476,n362->n361,81.2,7.2,0.409606,7.2
2138,2139,1.15381e-4,n363,5.12526,5.09198,4.5004,5.69413,n363->n362,84.9,0.2,0.376461,0.2
2139,2140,0.558403,n364,4.96663,4.95041,4.48788,5.43191,n364->n363,88.65,7.3,4.33491,7.3
2138,2141,0.531442,n365,4.95915,4.95184,4.57435,5.34691,n365->n362,89.85,10.1,3.5953,10.1
1778,2142,0.00190784,n366,6.47604,5.69983,4.51756,6.70995,n366->n2,6.6,0.2,1.53082,0.2
2142,2143,0.52856,n367,6.521,5.83756,4.67075,6.94196,n367->n366,8.25,3.1,6.47193,3.1
2143,2144,0.493955,n368,6.56154,5.97072,4.80592,7.13181,n368->n367,11.8,4,5.50785,4
2144,2145,0.0944224,n369,6.60836,6.02893,4.76901,7.3092,n369->n368,15.2,2.8,2.87824,2.8
2145,2146,69.3565,n370,7.86478,7.60669,5.92574,9.15711,n370->n369,31.95,30.7,23.5582,30.7
2146,2147,34.8937,n371,8.78774,8.72579,7.48862,9.89684,n371->n370,55.6,16.6,22.7241,16.6
2147,2148,0.0057854,n372,8.69793,8.71138,8.11757,9.31921,n372->n371,71.25,14.7,0.31094,14.7
2148,2149,0.219107,n373,8.58521,8.6227,8.16572,9.10201,n373->n372,80.5,3.8,3.76361,3.8
2149,2150,1.53584,n374,8.34006,8.38792,7.92974,8.8254,n374->n373,83.45,2.1,13.4039,2.1
2150,2151,0.00149085,n375,8.33011,8.3806,7.92506,8.81321,n375->n374,84.55,0.1,1.91375,0.1
2151,2152,3.76288e-4,n376,8.32967,8.37693,7.93042,8.80309,n376->n375,84.7,0.2,0.67985,0.2
2152,2153,0.152261,n377,8.29166,8.30301,7.96771,8.64243,n377->n376,86.4,3.2,3.4189,3.2
2153,2154,4.8546e-5,n378,8.29136,8.30168,7.96169,8.64853,n378->n377,88.15,0.3,0.199381,0.3
2154,2155,0.166223,n379,8.21271,8.22444,7.79661,8.64125,n379->n378,89.25,1.9,4.63592,1.9
2154,2156,0.00114121,n380,8.29943,8.30809,7.95632,8.66782,n380->n378,88.4,0.2,1.18396,0.2
2153,2157,0.779732,n381,8.1374,8.13571,7.77462,8.51386,n381->n377,90.45,4.9,6.25234,4.9
2157,2158,0.00453991,n382,8.14802,8.14848,7.85412,8.44472,n382->n381,94.25,2.7,0.642702,2.7
2157,2159,0.453955,n383,8.01345,8.00807,7.76595,8.25961,n383->n381,94.65,3.5,5.64469,3.5
2152,2160,0.0361587,n384,8.40719,8.41296,8.03284,8.79009,n384->n376,88.8,8,1.05373,8
2160,2161,0.00237104,n385,8.39922,8.40373,8.03122,8.77938,n385->n384,92.9,0.2,1.70656,0.2
2161,2162,0.0360685,n386,8.36703,8.36775,8.202,8.53423,n386->n385,95.3,4.6,1.38788,4.6
2149,2163,0.184814,n387,8.68099,8.70415,8.26969,9.16177,n387->n373,82.95,1.1,6.42449,1.1
2163,2164,0.00808043,n388,8.69812,8.72118,8.27981,9.18661,n388->n387,83.6,0.2,3.15043,0.2
2164,2165,0.556,n389,8.86222,8.86245,8.42765,9.28724,n389->n388,87.5,7.6,4.23934,7.6
2165,2166,3.58633,n390,9.22033,9.22122,8.99156,9.43408,n390->n389,94.3,6,12.1176,6
2164,2167,2.17928,n391,8.99288,9.00085,8.46469,9.53994,n391->n388,86,4.6,10.7881,4.6
2167,2168,0.784073,n392,9.14867,9.16861,8.62954,9.69774,n392->n391,89.25,1.9,10.0686,1.9
2163,2169,0.00478132,n393,8.68981,8.69105,8.39075,8.99231,n393->n387,86.65,6.3,0.431789,6.3
2169,2170,0.00179207,n394,8.68081,8.68303,8.3843,8.98481,n394->n393,89.9,0.2,1.48364,0.2
2170,2171,0.0099735,n395,8.66137,8.66411,8.33052,8.99782,n395->n394,90.55,1.1,1.49243,1.1
2171,2172,6.77172e-4,n396,8.65633,8.65918,8.31861,8.99782,n396->n395,91.15,0.1,1.28979,0.1
2172,2173,0.0046149,n397,8.64344,8.64631,8.28826,8.98969,n397->n396,91.25,0.1,3.36705,0.1
2170,2174,0.0203036,n398,8.64524,8.65603,8.3088,9.00368,n398->n394,90.65,1.3,1.95876,1.3
2174,2175,0.218885,n399,8.74572,8.74467,8.41462,9.06912,n399->n398,92.45,2.3,4.83517,2.3
2175,2176,0.00106755,n400,8.73985,8.73848,8.41388,9.05895,n400->n399,93.7,0.2,1.14511,0.2
2169,2177,3.23977e-4,n401,8.68626,8.68764,8.37274,9.001,n401->n393,89.95,0.3,0.515068,0.3
2177,2178,4.5362e-4,n402,8.68305,8.68361,8.3121,9.05747,n402->n401,91.55,2.9,0.196027,2.9
2177,2179,0.150474,n403,8.61527,8.61415,8.37274,8.86513,n403->n401,93.4,6.6,2.36661,6.6
2148,2180,0.59581,n404,8.84397,8.85762,8.35614,9.35091,n404->n372,81.7,6.2,4.85877,6.2
2180,2181,0.0181028,n405,8.8144,8.83213,8.3565,9.30169,n405->n404,86.55,3.5,1.12721,3.5
2181,2182,0.857898,n406,8.99132,9.0076,8.58169,9.42131,n406->n405,90,3.4,7.87311,3.4
2182,2183,0.109479,n407,9.06054,9.07029,8.72206,9.41312,n407->n406,93,2.6,3.21623,2.6
2183,2184,0.0443892,n408,9.10863,9.11021,8.93561,9.28143,n408->n407,95.85,3.1,1.87554,3.1
2181,2185,0.328568,n409,8.70553,8.72354,8.21708,9.22545,n409->n405,89.2,1.8,6.69644,1.8
2180,2186,0.501216,n410,8.99439,8.99174,8.6569,9.33347,n410->n404,87.15,4.7,5.11837,4.7
2186,2187,3.94547e-5,n411,8.99577,8.99293,8.66255,9.32722,n411->n410,89.55,0.1,0.311328,0.1
2187,2188,0.0307194,n412,8.96799,8.95973,8.7111,9.21347,n412->n411,90.65,2.1,1.89568,2.1
2188,2189,0.0848184,n413,8.90853,8.90456,8.63873,9.16576,n413->n412,92,0.6,5.89301,0.6
2188,2190,0.0724679,n414,8.91022,8.90873,8.69926,9.11846,n414->n412,93.35,3.3,2.32265,3.3
2187,2191,7.54826e-4,n415,9.00116,8.99814,8.65782,9.34595,n415->n411,89.7,0.2,0.962889,0.2
2147,2192,14.7137,n416,9.58996,9.4525,8.18111,10.5769,n416->n371,70.4,13,16.6747,13
2192,2193,11.4835,n417,9.97504,10.0945,8.97018,11.1345,n417->n416,78.6,3.4,28.8049,3.4
2193,2194,6.0542,n418,10.5138,10.5607,9.69166,11.3622,n418->n417,83.55,6.5,15.1265,6.5
2194,2195,0.155262,n419,10.4774,10.486,10.059,10.9217,n419->n418,90.3,7,2.33427,7
2192,2196,9.79518,n420,8.90955,8.85957,8.44553,9.28356,n420->n416,83.5,13.2,13.5017,13.2
2196,2197,0.00122656,n421,8.89946,8.85294,8.4578,9.2609,n421->n420,90.25,0.3,1.00219,0.3
2197,2198,0.00308931,n422,8.88602,8.8424,8.44983,9.24699,n422->n421,90.5,0.2,1.94798,0.2
2198,2199,0.647828,n423,8.70458,8.68992,8.40933,8.97812,n423->n422,92.3,3.4,6.84161,3.4
2199,2200,0.00368469,n424,8.69009,8.67842,8.40879,8.9515,n424->n423,94.15,0.3,1.73703,0.3
2146,2201,2.93708,n425,7.45684,7.28201,6.51839,8.30656,n425->n370,61.2,27.8,5.09453,27.8
2201,2202,0.466704,n426,7.60225,7.41143,6.61352,8.39822,n426->n425,75.7,1.2,9.77458,1.2
2202,2203,24.8826,n427,8.05137,8.35647,7.31669,9.26295,n427->n426,77.75,2.9,45.911,2.9
2203,2204,3.91124,n428,8.72482,8.73114,8.33931,9.11847,n428->n427,85.75,13.1,8.56426,13.1
2203,2205,2.40898,n429,8.43418,8.65051,7.92819,9.31813,n429->n427,81.05,3.7,12.6469,3.7
2205,2206,0.499983,n430,8.73751,8.78447,8.3846,9.18284,n430->n429,86.8,7.8,3.96824,7.8
2206,2207,4.45785e-6,n431,8.73852,8.78407,8.38645,9.17752,n431->n430,90.75,0.1,0.104648,0.1
2207,2208,5.65764e-5,n432,8.74145,8.7855,8.38605,9.17919,n432->n431,90.85,0.1,0.372808,0.1
2205,2209,0.279703,n433,8.60207,8.7507,8.05848,9.40795,n433->n429,84.2,2.6,5.14079,2.6
2202,2210,0.0184453,n434,7.52137,7.3857,6.63965,8.22275,n434->n426,77.5,2.4,1.37406,2.4
2210,2211,1.88561,n435,7.67164,7.64586,7.10089,8.16034,n435->n434,83.65,9.9,6.84033,9.9
2211,2212,2.16434,n436,7.923,7.92457,7.45999,8.36057,n436->n435,90.4,3.6,12.1529,3.6
2212,2213,0.00401875,n437,7.9367,7.93658,7.59639,8.27661,n437->n436,93.5,2.6,0.616207,2.6
2211,2214,0.010021,n438,7.64978,7.62689,7.0886,8.13957,n438->n435,88.8,0.4,2.48081,0.4
2210,2215,3.48608,n439,7.08147,7.03198,6.48626,7.59072,n439->n434,83.2,9,9.75473,9
2215,2216,2.22353e-4,n440,7.07804,7.02915,6.48815,7.5853,n440->n439,87.8,0.2,0.522606,0.2
2201,2217,3.21303,n441,7.04931,6.94242,6.35757,7.58042,n441->n425,76.6,3,16.2205,3
2217,2218,8.15244,n442,6.49248,6.40149,5.7995,6.9859,n442->n441,80.35,4.5,21.0963,4.5
2218,2219,0.113302,n443,6.39615,6.33772,5.75502,6.91631,n443->n442,83.2,1.2,4.81611,1.2
2219,2220,0.243625,n444,6.26056,6.24421,5.65739,6.83818,n444->n443,84.7,1.8,5.76624,1.8
2220,2221,5.15867,n445,5.68973,5.81391,5.32455,6.27933,n445->n444,89.15,7.1,13.36,7.1
2221,2222,0.0907288,n446,5.57756,5.75685,5.20548,6.23713,n446->n445,93.2,1,4.72107,1
2221,2223,0.00478497,n447,5.8168,5.82702,5.60579,6.05195,n447->n445,94.7,4,0.542098,4
2223,2224,0.0528544,n448,5.78212,5.78346,5.6068,5.97226,n448->n447,96.9,0.4,5.69743,0.4
2218,2225,1.71097,n449,6.18393,6.15368,5.74791,6.57184,n449->n442,86.15,7.1,7.69414,7.1
2225,2226,7.26101e-4,n450,6.17024,6.15878,5.83691,6.48287,n450->n449,90.7,2,0.298642,2
2226,2227,0.00346071,n451,6.151,6.14764,5.85528,6.44205,n451->n450,93.6,3.8,0.472998,3.8
2226,2228,9.53562e-7,n452,6.16989,6.15897,5.84397,6.47927,n452->n450,91.8,0.2,0.0342237,0.2
2228,2229,0.00206064,n453,6.1544,6.15037,5.84485,6.45921,n453->n452,93.4,3,0.410779,3
2229,2230,0.0444894,n454,6.11039,6.11041,5.93111,6.29353,n454->n453,96.2,2.6,2.05026,2.6
2228,2231,0.00586193,n455,6.17767,6.17347,5.86823,6.48057,n455->n452,93.05,2.3,0.79127,2.3
2231,2232,0.0452384,n456,6.21345,6.21377,5.94729,6.47795,n456->n455,95,1.6,2.63549,1.6
2225,2233,0.309636,n457,6.06308,6.04826,5.65086,6.45805,n457->n449,91.35,3.3,4.80105,3.3
2217,2234,0.06334,n458,7.08087,6.9901,6.3239,7.68249,n458->n441,79.2,2.2,2.65947,2.2
2234,2235,15.5464,n459,7.71071,7.73709,7.27444,8.16283,n459->n458,86.4,12.2,17.693,12.2
2235,2236,0.1475,n460,7.8011,7.80985,7.55574,8.06387,n460->n459,94,3,3.47538,3
2236,2237,1.8762e-4,n461,7.80461,7.81244,7.56127,8.06405,n461->n460,95.55,0.1,0.678903,0.1
2145,2238,40.7729,n462,4.85606,4.81921,4.35046,5.29546,n462->n369,52.8,72.4,11.7621,72.4
2144,2239,0.543282,n463,6.48444,6.11036,4.87966,7.34141,n463->n368,19.65,11.7,3.37744,11.7
2239,2240,9.56934,n464,6.77426,6.69641,5.48431,7.74737,n464->n463,38.4,25.8,9.54551,25.8
2240,2241,17.943,n465,5.96262,5.89391,4.87522,6.89853,n465->n464,57.75,12.9,18.4851,12.9
2241,2242,0.00278337,n466,5.94987,5.88392,4.86432,6.88548,n466->n465,64.3,0.2,1.84901,0.2
2242,2243,7.88356,n467,5.36657,5.35198,4.31425,6.47592,n467->n466,70.4,12,12.7039,12
2243,2244,22.0369,n468,4.55394,4.46263,3.81638,5.21709,n468->n467,82.65,12.5,20.8108,12.5
2242,2245,1.43574,n469,5.68009,5.65691,4.79245,6.5558,n469->n466,73.3,17.8,4.45139,17.8
2240,2246,1.69534,n470,6.95964,6.94308,5.96251,7.92301,n470->n464,52.55,2.5,12.907,2.5
2246,2247,2.25932,n471,7.22827,7.22785,6.18188,8.32355,n471->n470,56.05,4.5,11.1058,4.5
2247,2248,7.52826,n472,7.75294,7.74766,6.68541,8.79482,n472->n471,64.3,12,12.4144,12
2248,2249,4.67211e-4,n473,7.75298,7.75175,6.74808,8.74344,n473->n472,72.55,4.5,0.159705,4.5
2249,2250,8.58515,n474,8.30573,8.30686,7.84238,8.75188,n474->n473,83.4,17.2,11.0733,17.2
2246,2251,7.99585,n475,7.47998,7.47879,6.792,8.1568,n475->n470,64.55,21.5,9.55831,21.5
2251,2252,0.0336639,n476,7.51301,7.51356,7.14248,7.87937,n476->n475,83.1,15.6,0.728095,15.6
2252,2253,0.00167128,n477,7.52091,7.5213,7.16629,7.87414,n477->n476,91,0.2,1.43277,0.2
2253,2254,9.50235e-4,n478,7.52687,7.52714,7.17032,7.88349,n478->n477,91.15,0.1,1.52786,0.1
